Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Status,MethodRaw,ScenarioRaw,Method,Scenario,RunID,Result
21670.59,2.933,0.4096,1.2981,-3.1953,-0.46,29.8715,0,5,2,B1,E2,2,SUCCESS
21670.87,2.9124,0.3249,0.3357,-3.1798,-0.46,29.9557,0,5,2,B1,E2,2,SUCCESS
21671.15,2.9018,0.1319,0.7043,-3.1701,-0.46,29.9773,0,5,2,B1,E2,2,SUCCESS
21671.42,2.9018,0.0264,0.3886,-3.1701,-0.46,29.9773,0,5,2,B1,E2,2,SUCCESS
21671.71,2.9018,0.0053,0.0732,-3.1701,-0.46,29.9773,0,5,2,B1,E2,2,SUCCESS
21671.98,2.9018,0.0011,0.0154,-3.1701,-0.46,29.9773,0,5,2,B1,E2,2,SUCCESS
21672.27,2.8723,0.0936,0.3275,-3.1399,-0.46,29.9627,0,5,2,B1,E2,2,SUCCESS
21672.55,2.7985,0.2936,0.7225,-3.0628,-0.46,29.9052,0,5,2,B1,E2,2,SUCCESS
21672.85,2.6734,0.5452,0.831,-2.9254,-0.46,29.7786,0,5,2,B1,E2,2,SUCCESS
21673.15,2.5353,0.7715,0.7716,-2.7565,-0.46,29.5949,0,5,2,B1,E2,2,SUCCESS
21673.46,2.4155,0.9415,0.6008,-2.5723,-0.46,29.36,0,5,2,B1,E2,2,SUCCESS
21673.72,2.3501,0.9699,0.2175,-2.4223,-0.46,29.1477,0,5,2,B1,E2,2,SUCCESS
21673.99,2.3207,1.0272,0.2596,-2.2693,-0.46,28.9132,0,5,2,B1,E2,2,SUCCESS
21674.26,2.333,0.9751,0.2345,-2.1352,-0.46,28.6905,0,5,2,B1,E2,2,SUCCESS
21674.52,2.3827,0.9935,0.1531,-2.009,-0.46,28.4631,0,5,2,B1,E2,2,SUCCESS
21674.78,2.4676,1.027,0.1952,-1.8909,-0.46,28.2315,0,5,2,B1,E2,2,SUCCESS
21675.02,2.574,0.9755,0.2463,-1.7891,-0.46,28.0142,0,5,2,B1,E2,2,SUCCESS
21675.26,2.7042,0.9936,0.1555,-1.6945,-0.46,27.7937,0,5,2,B1,E2,2,SUCCESS
21675.52,2.8679,1.0254,0.1852,-1.6,-0.46,27.5514,0,5,2,B1,E2,2,SUCCESS
21675.76,3.0367,0.9948,0.1869,-1.5205,-0.46,27.325,0,5,2,B1,E2,2,SUCCESS
21676.02,3.2353,1.0084,0.1427,-1.4426,-0.46,27.077,0,5,2,B1,E2,2,SUCCESS
21676.29,3.4642,1.0036,0.1301,-1.3685,-0.46,26.807,0,5,2,B1,E2,2,SUCCESS
21676.56,3.6878,0.9889,0.1477,-1.3089,-0.46,26.5539,0,5,2,B1,E2,2,SUCCESS
21676.83,3.9201,0.9656,0.1535,-1.2582,-0.46,26.2989,0,5,2,B1,E2,2,SUCCESS
21677.1,4.1779,1.0286,0.2721,-1.2136,-0.46,26.0225,0,5,2,B1,E2,2,SUCCESS
21677.38,4.442,0.9892,0.189,-1.1795,-0.46,25.7446,0,5,2,B1,E2,2,SUCCESS
21677.72,4.7687,1.0136,0.136,-1.1509,-0.46,25.4058,0,5,2,B1,E2,2,SUCCESS
21678.05,5.0785,0.9707,0.135,-1.1265,-0.46,25.0868,0,5,2,B1,E2,2,SUCCESS
21678.33,5.3505,0.9996,0.1045,-1.1052,-0.46,24.8076,0,5,2,B1,E2,2,SUCCESS
21678.59,5.6038,1.0088,0.0356,-1.0853,-0.46,24.5484,0,5,2,B1,E2,2,SUCCESS
21678.9,5.7389,1.0119,0.0101,-1.0609,-0.46,24.2293,0,5,2,B1,E2,2,SUCCESS
21679.17,5.7464,0.975,0.1372,-1.0411,-0.46,23.9701,0,5,2,B1,E2,2,SUCCESS
21679.41,5.5069,1.0034,0.1194,-1.0228,-0.46,23.7308,0,5,2,B1,E2,2,SUCCESS
21679.66,5.8537,1.0404,0.1497,-1.0029,-0.46,23.4715,0,5,2,B1,E2,2,SUCCESS
21679.93,5.8461,0.9741,0.2442,-0.9831,-0.46,23.2123,0,5,2,B1,E2,2,SUCCESS
21680.17,5.5865,1.0437,0.2838,-0.9632,-0.46,22.953,0,5,2,B1,E2,2,SUCCESS
