Tiempo_s,Distancia_m,Velocidad_mps,Aceleracion_mps2,PosX_m,PosY_m,PosZ_m,Metodo,Escenario,RunID
0,4.0579,2.2017,13.6455,-1.0725,-0.3167,29.266,M2,E2,10
0.1303,4.1077,1.2403,7.3807,-1.0715,-0.3167,29.1357,M2,E2,10
0.2691,4.1013,1.0481,1.3846,-1.0704,-0.3167,28.9969,M2,E2,10
0.425,4.1021,1.0096,0.2467,-1.0692,-0.3167,28.841,M2,E2,10
0.564,4.0678,1.0019,0.0553,-1.0681,-0.3167,28.702,M2,E2,10
0.6941,4.0431,1.0004,0.0118,-1.0671,-0.3167,28.5719,M2,E2,10
0.8213,4.0253,1.0001,0.0025,-1.0661,-0.3167,28.4447,M2,E2,10
0.9394,4.0015,1,0.0005,-1.0652,-0.3167,28.3265,M2,E2,10
1.0833,4.0131,1,0.0001,-1.064,-0.3167,28.1827,M2,E2,10
1.2027,3.9725,1,0,-1.0631,-0.3167,28.0633,M2,E2,10
1.34,3.9762,1,0,-1.062,-0.3167,27.926,M2,E2,10
1.4556,3.939,1,0,-1.0611,-0.3167,27.8104,M2,E2,10
1.595,3.9488,1,0,-1.06,-0.3167,27.671,M2,E2,10
1.72,3.9184,1,0,-1.0591,-0.3167,27.546,M2,E2,10
1.855,3.9136,1,0,-1.058,-0.3167,27.4111,M2,E2,10
1.9818,3.8899,1,0.0001,-1.057,-0.3167,27.2842,M2,E2,10
2.108,3.8744,1,0,-1.056,-0.3167,27.1581,M2,E2,10
2.2435,3.8689,1,0,-1.055,-0.3167,27.0225,M2,E2,10
2.354,3.8284,1,0.0001,-1.0541,-0.3167,26.912,M2,E2,10
2.5029,3.8531,1,0,-1.0529,-0.3167,26.7632,M2,E2,10
2.6157,3.8004,1,0,-1.0521,-0.3167,26.6504,M2,E2,10
2.7562,3.8143,1,0,-1.051,-0.3167,26.5098,M2,E2,10
2.8839,3.7853,1,0,-1.05,-0.3167,26.3822,M2,E2,10
3.0103,3.7691,1,0,-1.049,-0.3167,26.2557,M2,E2,10
3.1487,3.7659,1,0.0001,-1.0479,-0.3167,26.1174,M2,E2,10
3.2911,3.7537,1,0,-1.0468,-0.3167,25.975,M2,E2,10
3.4186,3.7223,1,0,-1.0458,-0.3167,25.8475,M2,E2,10
3.5621,3.7231,1,0,-1.0447,-0.3167,25.704,M2,E2,10
3.7077,3.7083,1,0,-1.0435,-0.3167,25.5584,M2,E2,10
3.863,3.7007,1,0,-1.0423,-0.3167,25.4031,M2,E2,10
4.0006,3.6652,1,0,-1.0412,-0.3167,25.2655,M2,E2,10
4.1602,3.6706,1,0,-1.04,-0.3167,25.1059,M2,E2,10
4.2923,3.625,1,0,-1.0389,-0.3167,24.9738,M2,E2,10
4.4263,3.6113,1,0,-1.0379,-0.3167,24.8398,M2,E2,10
4.5708,3.6058,1,0,-1.0368,-0.3167,24.6953,M2,E2,10
4.7184,3.5918,1,0,-1.0356,-0.3167,24.5477,M2,E2,10
4.8507,3.5595,1,0,-1.0346,-0.3167,24.4154,M2,E2,10
4.9667,3.528,1,0,-1.0337,-0.3167,24.2994,M2,E2,10
5.0977,3.529,1,0,-1.0326,-0.3167,24.1684,M2,E2,10
5.2456,3.53,1,0,-1.0315,-0.3167,24.0206,M2,E2,10
5.3898,3.5091,1,0,-1.0304,-0.3167,23.8763,M2,E2,10
5.5252,3.4835,1,0.0001,-1.0293,-0.3167,23.741,M2,E2,10
5.6475,3.4548,1,0,-1.0283,-0.3167,23.6187,M2,E2,10
5.7876,3.4578,1,0.0001,-1.0272,-0.3167,23.4786,M2,E2,10
5.9131,3.4272,1,0,-1.0263,-0.3167,23.353,M2,E2,10
6.0506,3.424,1,0,-1.0252,-0.3167,23.2156,M2,E2,10
6.1701,3.3904,1,0,-1.0242,-0.3167,23.0961,M2,E2,10
6.3095,3.3958,1,0,-1.0232,-0.3167,22.9566,M2,E2,10
6.421,3.3522,1,0.0001,-1.0223,-0.3167,22.8451,M2,E2,10
6.5666,3.3723,1,0,-1.0211,-0.3167,22.6996,M2,E2,10
6.6872,3.3308,1,0,-1.0202,-0.3167,22.579,M2,E2,10
6.8326,3.3409,1,0,-1.0191,-0.3167,22.4336,M2,E2,10
6.944,3.2907,1,0,-1.0182,-0.3167,22.3221,M2,E2,10
7.0876,3.3089,1,0,-1.0171,-0.3167,22.1786,M2,E2,10
7.1959,3.2577,1,0,-1.0162,-0.3167,22.0703,M2,E2,10
7.3308,3.2709,1,0,-1.0152,-0.3167,21.9354,M2,E2,10
7.4536,3.2434,1,0,-1.0142,-0.3167,21.8126,M2,E2,10
7.5857,3.238,1,0,-1.0132,-0.3167,21.6804,M2,E2,10
7.7106,3.2154,1,0,-1.0122,-0.3167,21.5556,M2,E2,10
7.8458,3.2109,1,0,-1.0111,-0.3167,21.4204,M2,E2,10
7.9699,3.1842,1,0,-1.0102,-0.3167,21.2963,M2,E2,10
8.1146,3.1897,1,0,-1.009,-0.3167,21.1516,M2,E2,10
8.2431,3.157,1,0,-1.008,-0.3167,21.0231,M2,E2,10
8.3854,3.1554,1,0,-1.0069,-0.3167,20.8808,M2,E2,10
8.5067,3.1182,1,0,-1.006,-0.3167,20.7596,M2,E2,10
8.6328,3.1088,1,0.0001,-1.005,-0.3167,20.6335,M2,E2,10
8.7641,3.0991,1,0,-1.0039,-0.3167,20.5021,M2,E2,10
8.8987,3.0869,1,0,-1.0029,-0.3167,20.3675,M2,E2,10
9.0336,3.0714,1,0,-1.0018,-0.3167,20.2326,M2,E2,10
9.159,3.0464,1,0,-1.0009,-0.3167,20.1073,M2,E2,10
9.2942,3.0413,1,0,-0.9998,-0.3167,19.9721,M2,E2,10
9.4202,3.0165,1,0.0001,-0.9988,-0.3167,19.846,M2,E2,10
9.5644,3.0194,1,0,-0.9977,-0.3167,19.7019,M2,E2,10
9.6862,2.9809,1,0.0001,-0.9967,-0.3167,19.58,M2,E2,10
9.8228,2.981,1,0,-0.9957,-0.3167,19.4435,M2,E2,10
9.9403,2.9465,1,0,-0.9947,-0.3167,19.326,M2,E2,10
10.0884,2.9625,1,0.0001,-0.9936,-0.3167,19.1779,M2,E2,10
10.2078,2.9173,1,0.0001,-0.9926,-0.3167,19.0585,M2,E2,10
10.362,2.9372,1,0,-0.9914,-0.3167,18.9043,M2,E2,10
10.4871,2.891,1,0,-0.9905,-0.3167,18.7791,M2,E2,10
10.6302,2.8938,1,0,-0.9893,-0.3167,18.6361,M2,E2,10
10.7515,2.856,1,0,-0.9884,-0.3167,18.5148,M2,E2,10
10.9142,2.8819,1,0,-0.9871,-0.3167,18.3521,M2,E2,10
11.0385,2.8258,1,0,-0.9861,-0.3167,18.2278,M2,E2,10
11.1841,2.8319,1,0,-0.985,-0.3167,18.0822,M2,E2,10
11.3363,2.8213,1,0,-0.9838,-0.3167,17.93,M2,E2,10
11.4648,2.7807,1,0.0001,-0.9828,-0.3167,17.8015,M2,E2,10
11.6043,2.7763,1,0,-0.9817,-0.3167,17.662,M2,E2,10
11.7259,2.7428,1,0,-0.9808,-0.3167,17.5405,M2,E2,10
11.8725,2.7529,1,0,-0.9796,-0.3167,17.3938,M2,E2,10
12.0047,2.7218,1,0,-0.9786,-0.3167,17.2616,M2,E2,10
12.1268,2.6967,1,0,-0.9776,-0.3167,17.1396,M2,E2,10
12.2666,2.6997,1,0,-0.9765,-0.3167,16.9998,M2,E2,10
12.4051,2.6822,1,0,-0.9755,-0.3167,16.8612,M2,E2,10
12.5359,2.6586,1,0,-0.9744,-0.3167,16.7305,M2,E2,10
12.6758,2.6523,1,0,-0.9733,-0.3167,16.5905,M2,E2,10
12.8139,2.6342,1,0,-0.9723,-0.3167,16.4525,M2,E2,10
12.9762,2.6416,1,0,-0.971,-0.3167,16.2902,M2,E2,10
13.1231,2.6078,1,0,-0.9698,-0.3167,16.1432,M2,E2,10
13.2522,2.5736,1,0,-0.9688,-0.3167,16.0142,M2,E2,10
13.4111,2.5874,1,0,-0.9676,-0.3167,15.8553,M2,E2,10
13.5542,2.5538,1,0,-0.9665,-0.3167,15.7122,M2,E2,10
13.6963,2.5361,1,0,-0.9654,-0.3167,15.5701,M2,E2,10
13.8299,2.5116,1,0,-0.9643,-0.3167,15.4365,M2,E2,10
13.965,2.4975,1,0,-0.9633,-0.3167,15.3014,M2,E2,10
14.09,2.4723,1,0,-0.9623,-0.3167,15.1764,M2,E2,10
14.2309,2.473,1,0,-0.9612,-0.3167,15.0355,M2,E2,10
14.362,2.4473,1,0,-0.9601,-0.3167,14.9044,M2,E2,10
14.4756,2.4155,1,0,-0.9593,-0.3167,14.7908,M2,E2,10
14.607,2.4193,1,0,-0.9582,-0.3167,14.6594,M2,E2,10
14.7568,2.4218,1,0,-0.9571,-0.3167,14.5096,M2,E2,10
14.8926,2.3911,1,0,-0.956,-0.3167,14.3739,M2,E2,10
15.0237,2.371,1,0,-0.955,-0.3167,14.2427,M2,E2,10
15.1517,2.3528,1,0,-0.954,-0.3167,14.1148,M2,E2,10
15.2893,2.3473,1,0,-0.9529,-0.3167,13.9772,M2,E2,10
15.4147,2.3198,1,0,-0.9519,-0.3167,13.8517,M2,E2,10
15.5715,2.3353,1,0,-0.9507,-0.3167,13.695,M2,E2,10
15.7019,2.2921,1,0,-0.9497,-0.3167,13.5646,M2,E2,10
15.8658,2.309,1,0,-0.9484,-0.3167,13.4007,M2,E2,10
15.9934,2.2556,1,0,-0.9474,-0.3167,13.2731,M2,E2,10
16.1607,2.2788,1,0,-0.9461,-0.3167,13.1058,M2,E2,10
16.2854,2.2189,1,0,-0.9451,-0.3167,12.9811,M2,E2,10
16.435,2.2283,1,0,-0.9439,-0.3167,12.8315,M2,E2,10
16.5866,2.2131,1,0,-0.9427,-0.3167,12.6798,M2,E2,10
16.7417,2.199,1,0,-0.9415,-0.3167,12.5248,M2,E2,10
16.8905,2.1752,1,0,-0.9404,-0.3167,12.3759,M2,E2,10
17.0247,2.1442,1,0,-0.9393,-0.3167,12.2418,M2,E2,10
17.1518,2.1222,1,0,-0.9383,-0.3167,12.1147,M2,E2,10
17.2731,2.1021,1,0,-0.9374,-0.3167,11.9934,M2,E2,10
17.4351,2.1268,1,0,-0.9361,-0.3167,11.8314,M2,E2,10
17.5705,2.0832,1,0,-0.935,-0.3167,11.696,M2,E2,10
17.7202,2.0812,1,0,-0.9339,-0.3167,11.5464,M2,E2,10
17.8586,2.0535,1,0,-0.9328,-0.3167,11.4079,M2,E2,10
18.0187,2.0581,1,0,-0.9315,-0.3167,11.2478,M2,E2,10
18.1662,2.028,1,0,-0.9304,-0.3167,11.1003,M2,E2,10
18.3217,2.0188,1,0,-0.9292,-0.3167,10.9448,M2,E2,10
18.4562,1.9812,1,0,-0.9281,-0.3167,10.8103,M2,E2,10
18.5913,1.9665,1,0,-0.927,-0.3167,10.6752,M2,E2,10
18.7283,1.9529,1,0,-0.926,-0.3167,10.5382,M2,E2,10
18.872,1.9436,1,0,-0.9249,-0.3167,10.3946,M2,E2,10
19.0285,1.9395,1,0,-0.9236,-0.3167,10.238,M2,E2,10
19.1568,1.8951,1,0,-0.9226,-0.3167,10.1098,M2,E2,10
19.2902,1.8854,1,0,-0.9216,-0.3167,9.9764,M2,E2,10
19.4243,1.871,1,0,-0.9205,-0.3167,9.8423,M2,E2,10
19.5605,1.8578,1,0,-0.9195,-0.3167,9.7061,M2,E2,10
19.6883,1.8346,1,0.0001,-0.9185,-0.3167,9.5782,M2,E2,10
19.8431,1.8453,1,0,-0.9173,-0.3167,9.4235,M2,E2,10
19.9729,1.8045,1,0,-0.9162,-0.3167,9.2937,M2,E2,10
20.1259,1.8116,1,0,-0.915,-0.3167,9.1407,M2,E2,10
20.2588,1.7755,1,0,-0.914,-0.3167,9.0078,M2,E2,10
20.4166,1.7839,1,0,-0.9128,-0.3167,8.85,M2,E2,10
20.5418,1.7357,1,0,-0.9118,-0.3167,8.7248,M2,E2,10
20.6992,1.7516,1,0.0001,-0.9106,-0.3167,8.5674,M2,E2,10
20.8335,1.7125,1,0,-0.9095,-0.3167,8.4331,M2,E2,10
20.9656,1.6954,1,0,-0.9085,-0.3167,8.301,M2,E2,10
21.1002,1.6829,1,0,-0.9074,-0.3167,8.1664,M2,E2,10
21.2397,1.6725,1,0,-0.9063,-0.3167,8.0269,M2,E2,10
21.3908,1.6675,1,0,-0.9051,-0.3167,7.8758,M2,E2,10
21.5546,1.6624,1,0,-0.9039,-0.3167,7.7121,M2,E2,10
21.6971,1.6245,1,0,-0.9027,-0.3167,7.5695,M2,E2,10
21.8495,1.6177,1,0,-0.9016,-0.3167,7.4171,M2,E2,10
21.9942,1.5936,1,0,-0.9004,-0.3167,7.2725,M2,E2,10
22.1499,1.5877,1,0,-0.8992,-0.3167,7.1168,M2,E2,10
22.2998,1.5651,1,0,-0.898,-0.3167,6.9669,M2,E2,10
22.4499,1.5487,1,0,-0.8969,-0.3167,6.8167,M2,E2,10
22.5895,1.5224,1,0.0001,-0.8958,-0.3167,6.6771,M2,E2,10
22.736,1.5134,1,0,-0.8946,-0.3167,6.5306,M2,E2,10
22.8727,1.4881,1,0,-0.8935,-0.3167,6.394,M2,E2,10
23.0155,1.4787,1,0,-0.8924,-0.3167,6.2511,M2,E2,10
23.1404,1.4467,1,0,-0.8915,-0.3167,6.1263,M2,E2,10
23.3083,1.4721,1,0,-0.8901,-0.3167,5.9584,M2,E2,10
23.4424,1.4229,1,0,-0.8891,-0.3167,5.8243,M2,E2,10
23.5848,1.4158,1,0,-0.888,-0.3167,5.6819,M2,E2,10
23.7179,1.3918,1,0.0001,-0.8869,-0.3167,5.5488,M2,E2,10
23.8725,1.3967,1,0,-0.8857,-0.3167,5.3942,M2,E2,10
24.0007,1.3561,1,0,-0.8847,-0.3167,5.266,M2,E2,10
24.1655,1.3751,1,0,-0.8834,-0.3167,5.1012,M2,E2,10
24.2957,1.326,1,0,-0.8824,-0.3167,4.971,M2,E2,10
24.4553,1.3384,1,0,-0.8812,-0.3167,4.8115,M2,E2,10
24.5941,1.3025,1,0,-0.8801,-0.3167,4.6726,M2,E2,10
24.7529,1.3053,1,0,-0.8788,-0.3167,4.5138,M2,E2,10
