Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,38.3589,0.276,0.9164,-2.6576,-0.46,29.6712,B1,E1,6
0.2145,38.3995,0.5471,1.2761,-2.5461,-0.46,29.6006,B1,E1,6
0.4665,38.3673,0.814,1.0863,-2.3705,-0.46,29.4645,B1,E1,6
0.7033,38.3571,0.8309,0.2857,-2.2249,-0.46,29.3305,B1,E1,6
0.9057,38.3284,0.948,0.6795,-2.0903,-0.46,29.1853,B1,E1,6
1.1556,38.2587,0.8805,0.3776,-1.9557,-0.46,29.0164,B1,E1,6
1.3733,38.2209,0.9031,0.2709,-1.8412,-0.46,28.8549,B1,E1,6
1.6074,38.1455,0.9183,0.2281,-1.7262,-0.46,28.6721,B1,E1,6
1.8697,38.0562,0.8969,0.2187,-1.6137,-0.46,28.467,B1,E1,6
2.1122,37.9913,0.8915,0.2223,-1.5214,-0.46,28.2717,B1,E1,6
2.3428,12.4015,0.8646,0.2423,-1.4468,-0.46,28.0884,B1,E1,6
2.6762,12.2034,0.9069,0.1994,-1.3478,-0.46,27.7988,B1,E1,6
3.0095,12.0432,0.9155,0.1258,-1.2612,-0.46,27.5054,B1,E1,6
3.3428,11.8976,0.8741,0.1644,-1.1908,-0.46,27.2261,B1,E1,6
3.6538,11.7498,0.9155,0.1754,-1.1311,-0.46,26.9444,B1,E1,6
3.9871,11.5733,0.9173,0.1079,-1.0796,-0.46,26.6428,B1,E1,6
4.3205,11.4216,0.8744,0.1658,-1.0423,-0.46,26.3572,B1,E1,6
4.6538,11.2507,0.9091,0.1498,-1.0148,-0.46,26.0525,B1,E1,6
4.9871,11.0789,0.9161,0.0908,-0.9967,-0.46,25.747,B1,E1,6
5.3205,10.925,0.8745,0.1267,-0.9801,-0.46,25.4595,B1,E1,6
5.6538,10.7532,0.9093,0.1047,-0.9625,-0.46,25.154,B1,E1,6
5.9871,10.5814,0.9163,0.0209,-0.9449,-0.46,24.8485,B1,E1,6
6.3205,10.4276,0.8745,0.1254,-0.9283,-0.46,24.5609,B1,E1,6
6.6538,10.2558,0.9093,0.1045,-0.9107,-0.46,24.2554,B1,E1,6
6.9871,10.0841,0.9163,0.0209,-0.8931,-0.46,23.9499,B1,E1,6
7.3205,9.9304,0.8745,0.1254,-0.8765,-0.46,23.6624,B1,E1,6
7.6538,9.7588,0.9093,0.1045,-0.8589,-0.46,23.3569,B1,E1,6
7.9871,9.5872,0.9163,0.0209,-0.8413,-0.46,23.0514,B1,E1,6
8.3205,9.4336,0.8745,0.1254,-0.8247,-0.46,22.7638,B1,E1,6
8.6538,9.2621,0.9093,0.1045,-0.8071,-0.46,22.4583,B1,E1,6
8.9871,9.0907,0.9163,0.0209,-0.7895,-0.46,22.1528,B1,E1,6
9.3205,8.9372,0.8745,0.1254,-0.7729,-0.46,21.8653,B1,E1,6
9.6538,8.7658,0.9093,0.1045,-0.7553,-0.46,21.5598,B1,E1,6
9.9871,8.5945,0.9163,0.0209,-0.7377,-0.46,21.2542,B1,E1,6
10.3205,8.4412,0.8745,0.1254,-0.7211,-0.46,20.9667,B1,E1,6
10.6538,8.27,0.9093,0.1045,-0.7035,-0.46,20.6612,B1,E1,6
10.9872,8.0989,0.9163,0.0209,-0.6859,-0.46,20.3557,B1,E1,6
11.3205,7.9458,0.8745,0.1254,-0.6693,-0.46,20.0682,B1,E1,6
11.6538,7.7748,0.9093,0.1045,-0.6517,-0.46,19.7627,B1,E1,6
11.9872,7.6039,0.9163,0.0209,-0.6341,-0.46,19.4571,B1,E1,6
12.3205,7.451,0.8745,0.1254,-0.6175,-0.46,19.1696,B1,E1,6
12.6538,7.2803,0.9093,0.1045,-0.5999,-0.46,18.8641,B1,E1,6
12.9872,7.1097,0.9163,0.0209,-0.5823,-0.46,18.5586,B1,E1,6
13.3205,6.957,0.8745,0.1254,-0.5657,-0.46,18.2711,B1,E1,6
13.6538,6.7866,0.9093,0.1045,-0.5481,-0.46,17.9655,B1,E1,6
13.9872,6.6163,0.9163,0.0209,-0.5304,-0.46,17.66,B1,E1,6
