Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,38.1629,0.236,0.7539,-2.6576,-0.46,29.6712,B1,E1,1
0.2084,38.225,0.4983,1.2705,-2.558,-0.46,29.6088,B1,E1,1
0.3883,38.2226,0.7513,1.431,-2.4401,-0.46,29.5216,B1,E1,1
0.6733,38.1282,0.8566,0.4279,-2.2506,-0.46,29.3557,B1,E1,1
1.0067,38.0183,0.9041,0.3086,-2.0442,-0.46,29.13,B1,E1,1
1.2631,37.9694,0.9099,0.3246,-1.9026,-0.46,28.9438,B1,E1,1
1.5127,37.8955,0.8737,0.275,-1.7824,-0.46,28.7644,B1,E1,1
1.7641,37.7965,0.9187,0.2857,-1.664,-0.46,28.5625,B1,E1,1
2.086,37.6421,0.8988,0.1991,-1.536,-0.46,28.3046,B1,E1,1
2.3046,37.593,0.9038,0.2718,-1.4596,-0.46,28.122,B1,E1,1
2.5181,37.5143,0.8551,0.3121,-1.3984,-0.46,27.9527,B1,E1,1
2.8318,37.3282,0.9052,0.1972,-1.3107,-0.46,27.6784,B1,E1,1
3.1651,37.1634,0.9152,0.1119,-1.2291,-0.46,27.3835,B1,E1,1
3.445,37.0569,0.9033,0.1288,-1.171,-0.46,27.1383,B1,E1,1
3.6676,36.9794,0.8919,0.1369,-1.1311,-0.46,26.9444,B1,E1,1
3.8678,36.895,0.8978,0.1225,-1.0993,-0.46,26.7672,B1,E1,1
4.1881,36.6095,0.8987,0.0849,-1.0573,-0.46,26.4823,B1,E1,1
4.4987,36.3397,0.8749,0.1271,-1.0279,-0.46,26.214,B1,E1,1
4.7615,36.0873,0.942,0.2835,-1.0091,-0.46,25.9627,B1,E1,1
5.0948,35.7988,0.8796,0.1947,-0.9926,-0.46,25.6751,B1,E1,1
5.3312,35.5818,0.9072,0.1179,-0.9801,-0.46,25.4595,B1,E1,1
5.5724,35.3649,0.8977,0.0394,-0.9677,-0.46,25.2438,B1,E1,1
5.8896,35.0758,0.906,0.0262,-0.9511,-0.46,24.9563,B1,E1,1
6.2229,34.7678,0.9156,0.0289,-0.9335,-0.46,24.6508,B1,E1,1
6.5563,34.4578,0.8744,0.1238,-0.9169,-0.46,24.3632,B1,E1,1
6.8896,34.119,0.9093,0.1048,-0.8993,-0.46,24.0577,B1,E1,1
7.124,33.8528,0.919,0.0412,-0.8869,-0.46,23.8421,B1,E1,1
7.3782,33.5859,0.8636,0.2179,-0.8744,-0.46,23.6264,B1,E1,1
7.5879,33.3129,0.9284,0.309,-0.863,-0.46,23.4287,B1,E1,1
7.9031,32.941,0.9167,0.0369,-0.8465,-0.46,23.1412,B1,E1,1
8.1478,32.5745,0.8894,0.1118,-0.834,-0.46,22.9256,B1,E1,1
8.4042,32.2226,0.9082,0.0734,-0.8206,-0.46,22.6919,B1,E1,1
8.6187,31.9187,0.8529,0.2577,-0.8102,-0.46,22.5122,B1,E1,1
8.919,31.5265,0.9379,0.2831,-0.7936,-0.46,22.2247,B1,E1,1
9.1655,31.1638,0.8887,0.1997,-0.7812,-0.46,22.009,B1,E1,1
9.3794,30.8446,0.9183,0.1387,-0.7698,-0.46,21.8113,B1,E1,1
9.7127,30.4507,0.8749,0.1303,-0.7532,-0.46,21.5238,B1,E1,1
9.963,30.0507,0.9228,0.1913,-0.7397,-0.46,21.2902,B1,E1,1
10.2033,29.7097,0.9037,0.0794,-0.7273,-0.46,21.0745,B1,E1,1
10.5361,29.302,0.8732,0.0917,-0.7107,-0.46,20.787,B1,E1,1
10.8546,28.8487,0.8981,0.0782,-0.6942,-0.46,20.4995,B1,E1,1
11.1805,28.3847,0.9308,0.1003,-0.6765,-0.46,20.194,B1,E1,1
11.5103,27.9355,0.8847,0.1397,-0.66,-0.46,19.9064,B1,E1,1
11.764,27.5388,0.915,0.1192,-0.6465,-0.46,19.6728,B1,E1,1
12.0079,27.1979,0.8914,0.0967,-0.6341,-0.46,19.4571,B1,E1,1
12.2391,26.8622,0.9256,0.1483,-0.6216,-0.46,19.2415,B1,E1,1
12.5725,26.4611,0.8764,0.1478,-0.605,-0.46,18.954,B1,E1,1
12.8907,26.0109,0.8994,0.0725,-0.5885,-0.46,18.6664,B1,E1,1
13.224,25.5495,0.9143,0.0447,-0.5709,-0.46,18.3609,B1,E1,1
13.4886,25.1518,0.8905,0.0901,-0.5574,-0.46,18.1273,B1,E1,1
13.7635,24.7691,0.9114,0.0759,-0.5429,-0.46,17.8757,B1,E1,1
14.0282,24.3986,0.8895,0.0825,-0.5294,-0.46,17.6421,B1,E1,1
14.2526,24.0688,0.8837,0.026,-0.518,-0.46,17.4444,B1,E1,1
14.5822,23.6508,0.9197,0.1091,-0.5004,-0.46,17.1389,B1,E1,1
14.8928,23.2162,0.8794,0.1296,-0.4849,-0.46,16.8693,B1,E1,1
15.2261,22.7549,0.9103,0.0927,-0.4672,-0.46,16.5638,B1,E1,1
15.5106,22.3363,0.8908,0.0686,-0.4527,-0.46,16.3122,B1,E1,1
15.807,21.9242,0.9068,0.0541,-0.4372,-0.46,16.0426,B1,E1,1
16.0864,21.524,0.903,0.0137,-0.4227,-0.46,15.7911,B1,E1,1
16.337,21.1684,0.87,0.1319,-0.4103,-0.46,15.5754,B1,E1,1
16.5398,20.8451,0.955,0.4196,-0.3989,-0.46,15.3778,B1,E1,1
16.866,20.4558,0.8974,0.1768,-0.3823,-0.46,15.0902,B1,E1,1
17.1076,20.0768,0.8948,0.0107,-0.3699,-0.46,14.8746,B1,E1,1
17.3673,19.7221,0.8997,0.0187,-0.3564,-0.46,14.641,B1,E1,1
17.5944,19.3943,0.8775,0.0978,-0.345,-0.46,14.4433,B1,E1,1
17.8641,19.0289,0.923,0.169,-0.3305,-0.46,14.1917,B1,E1,1
18.1204,18.6601,0.9148,0.0322,-0.317,-0.46,13.9581,B1,E1,1
18.3866,18.298,0.8862,0.1073,-0.3035,-0.46,13.7245,B1,E1,1
18.6512,17.931,0.8849,0.0051,-0.2901,-0.46,13.4909,B1,E1,1
18.9109,17.5648,0.8976,0.0489,-0.2766,-0.46,13.2573,B1,E1,1
19.1258,17.237,0.9166,0.0885,-0.2652,-0.46,13.0596,B1,E1,1
19.4592,16.8237,0.9177,0.0034,-0.2476,-0.46,12.7541,B1,E1,1
19.7891,16.3692,0.882,0.1083,-0.231,-0.46,12.4666,B1,E1,1
20.1145,15.9164,0.8844,0.0075,-0.2144,-0.46,12.1791,B1,E1,1
20.4278,15.4658,0.9122,0.0886,-0.1979,-0.46,11.8916,B1,E1,1
