Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,1.2177,1.2046,9.8921,-1.1283,-0.3167,29.8858,B4,E2,4
0.2252,1.2185,0.3803,3.716,-1.1606,-0.3167,29.9145,B4,E2,4
0.5586,1.2352,0.1337,0.7757,-1.1871,-0.3167,29.9236,B4,E2,4
0.7168,1.2352,0.0267,0.6757,-1.1871,-0.3167,29.9236,B4,E2,4
1.0501,1.2642,0.0814,0.2064,-1.2186,-0.3167,29.9151,B4,E2,4
1.3466,1.2461,0.2653,0.6486,-1.2942,-0.3167,29.8614,B4,E2,4
1.5951,1.2001,0.6102,1.4673,-1.4002,-0.3167,29.7235,B4,E2,4
1.8534,1.1516,0.7256,0.7236,-1.4795,-0.3167,29.5444,B4,E2,4
2.1867,1.127,0.8616,0.5915,-1.552,-0.3167,29.2536,B4,E2,4
2.4229,1.0647,0.9719,0.5314,-1.5991,-0.3167,29.0221,B4,E2,4
2.6807,1.2427,0.9941,0.2057,-1.6387,-0.3167,28.7674,B4,E2,4
2.9417,1.3171,0.9984,0.2121,-1.6639,-0.3167,28.5076,B4,E2,4
3.1948,1.3821,0.9993,0.2107,-1.6751,-0.3167,28.2548,B4,E2,4
3.424,1.2682,0.9992,0.3253,-1.6668,-0.3167,28.0257,B4,E2,4
3.6532,1.5805,0.9986,0.4287,-1.6347,-0.3167,27.7987,B4,E2,4
3.9067,1.6882,0.9986,0.3727,-1.5759,-0.3167,27.5522,B4,E2,4
4.1614,1.8364,0.9991,0.2864,-1.5002,-0.3167,27.3089,B4,E2,4
4.4162,2.0249,0.7712,0.8978,-1.4442,-0.3167,27.1358,B4,E2,4
4.6734,2.1894,0.8399,0.2786,-1.3845,-0.3167,26.9236,B4,E2,4
4.9669,2.3581,0.7392,0.358,-1.3366,-0.3167,26.7195,B4,E2,4
5.2554,2.5412,0.8334,0.3484,-1.2906,-0.3167,26.4765,B4,E2,4
5.5669,2.6661,0.9665,0.4478,-1.247,-0.3167,26.168,B4,E2,4
5.8666,2.8199,0.9931,0.1691,-1.2185,-0.3167,25.8698,B4,E2,4
6.14,2.983,0.9986,0.0371,-1.1925,-0.3167,25.5976,B4,E2,4
6.4443,3.09,0.9997,0.0067,-1.1635,-0.3167,25.2946,B4,E2,4
6.747,3.2377,0.9999,0.0013,-1.1347,-0.3167,24.9933,B4,E2,4
7.0208,3.4011,1,0.0003,-1.1086,-0.3167,24.7208,B4,E2,4
7.2988,3.5201,1,0.0001,-1.0821,-0.3167,24.444,B4,E2,4
7.5526,3.6616,1,0,-1.0579,-0.3167,24.1913,B4,E2,4
7.8385,3.7464,1,0,-1.0307,-0.3167,23.9068,B4,E2,4
8.1276,3.8705,1,0,-1.0032,-0.3167,23.6191,B4,E2,4
8.4385,3.981,1,0,-0.9736,-0.3167,23.3095,B4,E2,4
