Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,2.6907,2.5629,18.8026,-0.8999,-0.3167,30.1096,B4,E2,10
0.225,2.7075,1.2808,6.1156,-0.7283,-0.3167,30.2551,B4,E2,10
0.5582,2.7731,1.0244,1.6832,-0.4104,-0.3167,30.3548,B4,E2,10
0.7304,2.9072,0.9953,1.6096,-0.239,-0.3167,30.3716,B4,E2,10
0.9917,2.3511,0.9875,1.1625,0.0162,-0.3167,30.3155,B4,E2,10
1.325,1.8831,0.9798,1.1235,0.2882,-0.3167,30.1228,B4,E2,10
1.5842,1.8616,0.9832,1.2258,0.4437,-0.3167,29.9154,B4,E2,10
1.9175,1.7434,0.995,0.3471,0.6255,-0.3167,29.636,B4,E2,10
2.2508,1.722,0.9945,0.5688,0.8745,-0.3167,29.4144,B4,E2,10
2.4156,1.8611,0.9981,0.4731,1.0029,-0.3167,29.3112,B4,E2,10
2.7489,2.2578,0.996,0.5074,1.2079,-0.3167,29.0483,B4,E2,10
3.0322,2.7589,0.9969,0.4777,1.3523,-0.3167,28.8046,B4,E2,10
3.2935,3.1096,0.9976,0.4623,1.4582,-0.3167,28.5658,B4,E2,10
3.551,3.2727,0.9986,0.3331,1.5441,-0.3167,28.323,B4,E2,10
3.8042,3.1669,0.999,0.3074,1.6102,-0.3167,28.0786,B4,E2,10
4.0492,3.0131,0.9995,0.1834,1.6654,-0.3167,27.8399,B4,E2,10
4.3076,2.9495,0.9997,0.1547,1.7139,-0.3167,27.5861,B4,E2,10
4.5617,2.8489,0.9998,0.1514,1.752,-0.3167,27.3349,B4,E2,10
4.809,2.7002,0.9998,0.1511,1.78,-0.3167,27.0892,B4,E2,10
5.0608,2.6501,0.9998,0.1496,1.799,-0.3167,26.8381,B4,E2,10
5.3197,2.5541,1,0.0291,1.8185,-0.3167,26.58,B4,E2,10
5.5763,2.4616,0.9999,0.1259,1.8281,-0.3167,26.3235,B4,E2,10
5.8134,2.3505,1,0.0272,1.8369,-0.3167,26.0866,B4,E2,10
6.1467,2.2832,1,0.0039,1.8493,-0.3167,25.7535,B4,E2,10
6.4046,2.2352,1,0.001,1.8588,-0.3167,25.4958,B4,E2,10
6.6653,2.1909,1,0.0002,1.8685,-0.3167,25.2352,B4,E2,10
6.9313,2.1608,1,0,1.8784,-0.3167,24.9694,B4,E2,10
7.1912,2.1511,1,0.0471,1.892,-0.3167,24.7099,B4,E2,10
7.5245,2.1557,1,0.0327,1.904,-0.3167,24.3768,B4,E2,10
7.7911,2.1847,0.9999,0.0803,1.9213,-0.3167,24.1108,B4,E2,10
8.0544,2.2221,1,0.0604,1.9319,-0.3167,23.8477,B4,E2,10
8.3248,2.2657,0.9998,0.1317,1.9317,-0.3167,23.5773,B4,E2,10
8.5524,2.3364,1,0.0313,1.9316,-0.3167,23.3497,B4,E2,10
8.8858,2.4085,1,0.0043,1.9314,-0.3167,23.0163,B4,E2,10
9.1186,2.5153,1,0.0012,1.9313,-0.3167,22.7835,B4,E2,10
9.4519,2.6009,1,0.0002,1.9311,-0.3167,22.4502,B4,E2,10
9.6925,2.7387,1,0,1.931,-0.3167,22.2096,B4,E2,10
9.9479,2.7904,1,0,1.9309,-0.3167,21.9541,B4,E2,10
10.2813,2.957,1,0,1.9307,-0.3167,21.6208,B4,E2,10
10.5111,3.1163,1,0,1.9305,-0.3167,21.3909,B4,E2,10
10.8445,3.2361,1,0,1.9304,-0.3167,21.0576,B4,E2,10
11.0809,3.414,1,0,1.9302,-0.3167,20.8212,B4,E2,10
11.3049,3.4555,1,0,1.9301,-0.3167,20.5972,B4,E2,10
11.6382,3.6655,1,0,1.9299,-0.3167,20.2639,B4,E2,10
11.8841,3.8654,1,0,1.9298,-0.3167,20.018,B4,E2,10
12.2174,3.9985,1,0,1.9296,-0.3167,19.6846,B4,E2,10
12.5508,4.1959,1,0,1.9295,-0.3167,19.3513,B4,E2,10
12.8003,4.4106,1,0,1.9293,-0.3167,19.1018,B4,E2,10
13.053,4.4789,1,0,1.9292,-0.3167,18.8491,B4,E2,10
13.2922,4.6889,1,0,1.9291,-0.3167,18.6098,B4,E2,10
13.5416,4.7795,1,0,1.9289,-0.3167,18.3605,B4,E2,10
13.7904,5.0019,1,0,1.9288,-0.3167,18.1116,B4,E2,10
14.0367,5.0894,1,0,1.9287,-0.3167,17.8654,B4,E2,10
14.2795,5.3095,1,0,1.9285,-0.3167,17.6226,B4,E2,10
14.5286,5.4033,1,0,1.9284,-0.3167,17.3734,B4,E2,10
14.862,5.6408,1,0,1.9282,-0.3167,17.0401,B4,E2,10
15.1155,5.7827,1,0,1.9281,-0.3167,16.7866,B4,E2,10
15.3665,5.945,1,0,1.9279,-0.3167,16.5356,B4,E2,10
15.6206,6.1118,1,0,1.9278,-0.3167,16.2815,B4,E2,10
15.8938,6.296,1,0,1.9277,-0.3167,16.0083,B4,E2,10
16.2271,6.5324,1,0,1.9275,-0.3167,15.675,B4,E2,10
16.4616,6.7536,1,0,1.9273,-0.3167,15.4405,B4,E2,10
16.7328,6.8494,1,0,1.9272,-0.3167,15.1693,B4,E2,10
16.9949,7.0209,1,0,1.9271,-0.3167,14.9072,B4,E2,10
17.2277,7.2424,1,0,1.9269,-0.3167,14.6744,B4,E2,10
17.561,7.419,1,0,1.9268,-0.3167,14.341,B4,E2,10
17.8051,7.6524,1,0,1.9266,-0.3167,14.097,B4,E2,10
18.0453,7.7169,1,0,1.9265,-0.3167,13.8568,B4,E2,10
18.2787,7.941,1,0,1.9264,-0.3167,13.6233,B4,E2,10
18.6077,8.1209,1,0,1.9262,-0.3167,13.2944,B4,E2,10
18.941,8.3471,1,0,1.926,-0.3167,12.961,B4,E2,10
19.1891,8.5866,1,0,1.9259,-0.3167,12.713,B4,E2,10
19.5224,8.7406,1,0,1.9257,-0.3167,12.3796,B4,E2,10
19.7742,8.8877,1,0,1.9256,-0.3167,12.1278,B4,E2,10
20.0252,9.0579,1,0,1.9254,-0.3167,11.8769,B4,E2,10
20.3586,9.3085,1,0,1.9252,-0.3167,11.5435,B4,E2,10
20.6186,9.4642,1,0,1.9251,-0.3167,11.2835,B4,E2,10
20.8657,9.7047,1,0,1.925,-0.3167,11.0363,B4,E2,10
21.1991,9.8814,1,0,1.9248,-0.3167,10.703,B4,E2,10
21.5324,10.1091,1,0,1.9246,-0.3167,10.3697,B4,E2,10
21.777,10.3479,1,0,1.9245,-0.3167,10.1251,B4,E2,10
22.1103,10.329,1,0,1.9243,-0.3167,9.7917,B4,E2,10
22.3624,9.1601,0.9999,0.12,1.9146,-0.3167,9.5398,B4,E2,10
22.6348,8.2178,1,0.0222,1.9042,-0.3167,9.2676,B4,E2,10
22.9587,7.2002,1,0.0037,1.8918,-0.3167,8.944,B4,E2,10
23.2099,6.1586,1,0.001,1.8821,-0.3167,8.693,B4,E2,10
