Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,4.2908,2.4457,17.4914,-1.2437,-0.3167,30.1032,B4,E4,7
0.2735,4.7695,1.2501,4.815,-1.4599,-0.3167,30.2707,B4,E4,7
0.5863,5.453,1.0198,1.7229,-1.7603,-0.3167,30.3582,B4,E4,7
0.825,5.5108,0.9898,1.4079,-1.9989,-0.3167,30.3576,B4,E4,7
1.1178,6.5499,0.9831,1.174,-2.2735,-0.3167,30.256,B4,E4,7
1.4046,7.0075,0.9849,1.0623,-2.501,-0.3167,30.0812,B4,E4,7
1.6591,7.4149,0.9897,0.9469,-2.6623,-0.3167,29.8844,B4,E4,7
1.978,7.6496,0.9909,0.7435,-2.8002,-0.3167,29.5968,B4,E4,7
2.2576,7.9493,0.9941,0.6446,-2.8773,-0.3167,29.3281,B4,E4,7
2.3844,7.8366,0.9977,0.761,-2.9029,-0.3167,29.2039,B4,E4,7
2.6701,8.0583,0.9965,0.5458,-2.9121,-0.3167,28.9184,B4,E4,7
2.8761,7.8689,0.9979,0.51,-2.8996,-0.3167,28.7127,B4,E4,7
3.1682,7.5885,0.9976,0.4309,-2.8438,-0.3167,28.426,B4,E4,7
3.4683,7.2947,0.9983,0.3232,-2.7603,-0.3167,28.1378,B4,E4,7
3.7382,7.027,0.9988,0.3114,-2.6644,-0.3167,27.8855,B4,E4,7
3.8719,6.8941,0.9996,0.2455,-2.6144,-0.3167,27.7614,B4,E4,7
4.1598,6.6122,0.9994,0.2171,-2.5302,-0.3167,27.4862,B4,E4,7
4.4365,6.3445,0.9996,0.1651,-2.4603,-0.3167,27.2185,B4,E4,7
4.7541,6.0426,0.9996,0.1487,-2.3948,-0.3167,26.9076,B4,E4,7
4.8957,5.9096,0.9998,0.1867,-2.3686,-0.3167,26.7686,B4,E4,7
5.164,5.6627,0.9998,0.1397,-2.3295,-0.3167,26.5031,B4,E4,7
5.4808,5.3806,0.9997,0.1436,-2.2983,-0.3167,26.1878,B4,E4,7
5.6242,5.2543,0.9999,0.0635,-2.2842,-0.3167,26.0452,B4,E4,7
5.911,5.0042,1,0.0063,-2.2559,-0.3167,25.7597,B4,E4,7
6.1726,4.7798,1,0.0014,-2.2301,-0.3167,25.4994,B4,E4,7
6.3655,4.6168,1,0.0004,-2.2111,-0.3167,25.3075,B4,E4,7
6.6478,4.3826,1,0.0001,-2.1833,-0.3167,25.0265,B4,E4,7
6.9452,4.1424,1,0,-2.154,-0.3167,24.7306,B4,E4,7
7.0831,4.0336,1,0,-2.1405,-0.3167,24.5933,B4,E4,7
7.3743,3.8101,1,0,-2.1118,-0.3167,24.3035,B4,E4,7
7.64,3.6145,1,0,-2.0856,-0.3167,24.0391,B4,E4,7
7.919,3.4194,1,0,-2.0581,-0.3167,23.7615,B4,E4,7
8.2041,3.192,1,0,-2.03,-0.3167,23.4777,B4,E4,7
8.4831,2.956,1,0,-2.0025,-0.3167,23.2002,B4,E4,7
8.77,2.7218,1,0,-1.9743,-0.3167,22.9147,B4,E4,7
9.0467,2.5064,1,0,-1.947,-0.3167,22.6393,B4,E4,7
9.3191,2.307,1,0,-1.9202,-0.3167,22.3682,B4,E4,7
9.6029,2.1168,1,0,-1.8922,-0.3167,22.0858,B4,E4,7
9.9181,1.9505,0.9997,0.1665,-1.8407,-0.3167,21.7749,B4,E4,7
10.0545,1.8984,0.9994,0.4558,-1.8097,-0.3167,21.642,B4,E4,7
10.3504,1.8683,0.9969,0.5242,-1.6924,-0.3167,21.3703,B4,E4,7
10.676,1.9435,0.9958,0.5168,-1.514,-0.3167,21.098,B4,E4,7
10.814,1.9941,0.9988,0.3958,-1.4354,-0.3167,20.9845,B4,E4,7
11.0946,2.1253,0.9997,0.0907,-1.2713,-0.3167,20.7569,B4,E4,7
