Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,5.815,1.8899,10.2502,-1.0726,-0.3167,29.2744,B2,E1,6
0.2073,5.6077,1.178,3.434,-1.071,-0.3167,29.0671,B2,E1,6
0.4965,5.3186,1.0356,0.4924,-1.0687,-0.3167,28.778,B2,E1,6
0.6269,5.1881,1.0071,0.2183,-1.0677,-0.3167,28.6475,B2,E1,6
0.8336,4.9815,1.0014,0.0275,-1.0661,-0.3167,28.4409,B2,E1,6
1.0243,4.7907,1.0003,0.006,-1.0646,-0.3167,28.2502,B2,E1,6
1.2264,4.5887,1.0001,0.0011,-1.063,-0.3167,28.0481,B2,E1,6
1.4368,4.3782,1,0.0002,-1.0613,-0.3167,27.8377,B2,E1,6
1.6491,4.166,1,0.0001,-1.0597,-0.3167,27.6254,B2,E1,6
1.8443,3.9708,1,0,-1.0582,-0.3167,27.4302,B2,E1,6
2.0639,3.7512,1,0,-1.0564,-0.3167,27.2106,B2,E1,6
2.2724,3.5427,1,0,-1.0548,-0.3167,27.0021,B2,E1,6
2.4854,3.3297,1,0,-1.0531,-0.3167,26.7891,B2,E1,6
2.6919,3.1232,1,0,-1.0515,-0.3167,26.5826,B2,E1,6
2.9194,2.8957,1,0,-1.0497,-0.3167,26.3551,B2,E1,6
3.1304,2.6847,1,0,-1.0481,-0.3167,26.1441,B2,E1,6
3.3412,2.474,1,0,-1.0464,-0.3167,25.9333,B2,E1,6
3.5632,2.252,1,0,-1.0447,-0.3167,25.7113,B2,E1,6
3.7684,2.0468,1,0,-1.0431,-0.3167,25.5061,B2,E1,6
3.9906,1.8247,1,0,-1.0414,-0.3167,25.2839,B2,E1,6
4.2144,1.6009,1,0,-1.0396,-0.3167,25.0602,B2,E1,6
4.5382,1.2772,1,0,-1.0371,-0.3167,24.7364,B2,E1,6
4.7477,1.0678,1,0,-1.0354,-0.3167,24.5269,B2,E1,6
4.9758,0.8399,1,0,-1.0337,-0.3167,24.2988,B2,E1,6
5.3092,0.5071,1,0,-1.031,-0.3167,23.9654,B2,E1,6
5.5112,0.306,1,0,-1.0295,-0.3167,23.7634,B2,E1,6
5.8445,0.0474,1,0,-1.0269,-0.3167,23.4301,B2,E1,6
6.0661,0.2539,1,0,-1.0251,-0.3167,23.2085,B2,E1,6
6.2882,0.4748,1,0,-1.0234,-0.3167,22.9864,B2,E1,6
6.5,0.6861,1,0,-1.0217,-0.3167,22.7746,B2,E1,6
6.8333,1.0191,1,0,-1.0191,-0.3167,22.4413,B2,E1,6
7.0667,1.2523,1,0,-1.0173,-0.3167,22.208,B2,E1,6
7.3792,1.5647,1,0,-1.0148,-0.3167,21.8955,B2,E1,6
7.6058,1.7912,1,0,-1.0131,-0.3167,21.6689,B2,E1,6
7.9391,2.1245,1,0,-1.0105,-0.3167,21.3356,B2,E1,6
8.2724,2.4578,1,0,-1.0079,-0.3167,21.0023,B2,E1,6
8.4231,2.6085,1,0,-1.0067,-0.3167,20.8516,B2,E1,6
8.657,2.8423,1,0,-1.0049,-0.3167,20.6177,B2,E1,6
8.9666,3.1519,1,0,-1.0024,-0.3167,20.3081,B2,E1,6
9.1939,3.3792,1,0,-1.0006,-0.3167,20.0808,B2,E1,6
9.5272,3.7125,1,0,-0.998,-0.3167,19.7475,B2,E1,6
9.7614,3.9467,1,0,-0.9962,-0.3167,19.5133,B2,E1,6
9.9935,4.1788,1,0,-0.9944,-0.3167,19.2812,B2,E1,6
10.2233,4.4085,1,0,-0.9926,-0.3167,19.0515,B2,E1,6
10.5566,4.7419,1,0,-0.99,-0.3167,18.7181,B2,E1,6
10.7868,4.972,1,0,-0.9882,-0.3167,18.488,B2,E1,6
11.0061,5.1913,1,0,-0.9865,-0.3167,18.2687,B2,E1,6
11.2643,5.4495,1,0,-0.9844,-0.3167,18.0105,B2,E1,6
11.5062,5.6914,1,0,-0.9826,-0.3167,17.7686,B2,E1,6
11.7549,5.9401,1,0,-0.9806,-0.3167,17.5199,B2,E1,6
11.9944,6.1796,1,0,-0.9787,-0.3167,17.2804,B2,E1,6
12.3278,6.5129,1,0,-0.9761,-0.3167,16.9471,B2,E1,6
12.5531,6.7383,1,0,-0.9744,-0.3167,16.7217,B2,E1,6
12.8038,6.989,1,0,-0.9724,-0.3167,16.4711,B2,E1,6
13.0378,7.223,1,0,-0.9706,-0.3167,16.237,B2,E1,6
13.273,7.4581,1,0,-0.9687,-0.3167,16.0019,B2,E1,6
13.6015,7.7867,1,0,-0.9662,-0.3167,15.6734,B2,E1,6
13.8327,8.0179,1,0,-0.9644,-0.3167,15.4422,B2,E1,6
14.0618,8.247,1,0,-0.9626,-0.3167,15.2131,B2,E1,6
14.2988,8.484,1,0,-0.9607,-0.3167,14.976,B2,E1,6
14.6322,8.8173,1,0,-0.9581,-0.3167,14.6427,B2,E1,6
14.8602,9.0453,1,0,-0.9563,-0.3167,14.4147,B2,E1,6
15.1935,7.6945,1,0,-0.9537,-0.3167,14.0814,B2,E1,6
15.4237,7.4649,1,0,-0.9519,-0.3167,13.8513,B2,E1,6
15.6683,6.0395,1,0,-0.95,-0.3167,13.6066,B2,E1,6
15.9146,5.794,1,0,-0.9481,-0.3167,13.3603,B2,E1,6
16.1781,4.5037,1,0,-0.946,-0.3167,13.0968,B2,E1,6
16.4308,3.702,1,0,-0.944,-0.3167,12.8442,B2,E1,6
16.6703,3.4644,1,0,-0.9421,-0.3167,12.6046,B2,E1,6
16.9934,2.1237,1,0,-0.9396,-0.3167,12.2816,B2,E1,6
17.2175,1.905,1,0,-0.9379,-0.3167,12.0575,B2,E1,6
17.5509,0.7834,1,0,-0.9353,-0.3167,11.7241,B2,E1,6
17.7663,0.6352,1,0,-0.9336,-0.3167,11.5087,B2,E1,6
18.0917,1.0941,0.6535,2.1181,-1.1148,-0.3167,11.3951,B2,E1,6
18.3246,1.2628,0.8938,2.2573,-1.3439,-0.3167,11.3708,B2,E1,6
18.562,1.3491,0.7402,2.6999,-1.4129,-0.3167,11.1981,B2,E1,6
18.8953,1.1711,0.9256,1.3797,-1.4057,-0.3167,10.8649,B2,E1,6
19.1201,1.1895,0.9845,0.4158,-1.4003,-0.3167,10.6402,B2,E1,6
19.3477,1.9821,0.9968,0.0547,-1.3984,-0.3167,10.4125,B2,E1,6
19.5744,2.1701,0.9993,0.0576,-1.3929,-0.3167,10.186,B2,E1,6
19.7942,3.2194,0.9999,0.0123,-1.3875,-0.3167,9.9662,B2,E1,6
20.0218,3.4331,1,0.0024,-1.382,-0.3167,9.7386,B2,E1,6
20.3377,4.6324,1,0.0003,-1.3743,-0.3167,9.4229,B2,E1,6
20.5453,4.834,1,0.0001,-1.3693,-0.3167,9.2153,B2,E1,6
20.769,6.1251,1,0,-1.3639,-0.3167,8.9917,B2,E1,6
21.0096,6.3618,1,0,-1.358,-0.3167,8.7512,B2,E1,6
21.249,7.5582,1,0,-1.3522,-0.3167,8.5118,B2,E1,6
21.4676,7.7746,1,0,-1.3469,-0.3167,8.2932,B2,E1,6
21.7319,8.9884,1,0,-1.3405,-0.3167,8.0291,B2,E1,6
21.9611,9.2159,1,0,-1.3349,-0.3167,7.7999,B2,E1,6
22.1922,10.474,1,0,-1.3293,-0.3167,7.5689,B2,E1,6
22.4195,10.7,1,0,-1.3238,-0.3167,7.3417,B2,E1,6
22.7528,11.7457,1,0,-1.3157,-0.3167,7.0084,B2,E1,6
22.989,11.5098,1,0,-1.31,-0.3167,6.7724,B2,E1,6
23.2297,10.5301,1,0,-1.3041,-0.3167,6.5317,B2,E1,6
23.563,9.8847,1,0,-1.296,-0.3167,6.1985,B2,E1,6
23.737,9.7109,1,0,-1.2918,-0.3167,6.0245,B2,E1,6
23.9931,8.7971,1,0,-1.2856,-0.3167,5.7685,B2,E1,6
24.3039,8.1546,1,0,-1.278,-0.3167,5.4578,B2,E1,6
24.5427,7.9164,1,0,-1.2722,-0.3167,5.2191,B2,E1,6
24.7922,6.9552,1,0,-1.2662,-0.3167,4.9697,B2,E1,6
25.0337,6.7144,1,0,-1.2603,-0.3167,4.7283,B2,E1,6
25.273,5.8403,1,0,-1.2545,-0.3167,4.489,B2,E1,6
25.4959,5.6183,1,0,-1.2491,-0.3167,4.2662,B2,E1,6
25.8292,4.6895,1,0,-1.241,-0.3167,3.933,B2,E1,6
26.0599,4.4603,1,0,-1.2354,-0.3167,3.7023,B2,E1,6
26.2971,3.4997,1,0,-1.2296,-0.3167,3.4653,B2,E1,6
26.608,2.8897,1,0,-1.2221,-0.3167,3.1544,B2,E1,6
26.8289,2.6728,1,0,-1.2167,-0.3167,2.9336,B2,E1,6
27.0635,1.7773,1,0,-1.211,-0.3167,2.6991,B2,E1,6
27.3968,1.1864,1,0,-1.2029,-0.3167,2.3658,B2,E1,6
27.6247,0.9891,1,0,-1.1974,-0.3167,2.138,B2,E1,6
27.8558,0.9886,0.9948,0.0255,-1.1926,-0.3167,1.9085,B2,E1,6
28.1891,1.2208,0.7494,2.2215,-1.4209,-0.3167,1.7764,B2,E1,6
28.4543,1.2438,0.5453,1.501,-1.4331,-0.3167,1.6364,B2,E1,6
28.7016,1.1617,0.9046,1.6414,-1.4243,-0.3167,1.3893,B2,E1,6
28.9434,1.3258,0.9808,0.3368,-1.4154,-0.3167,1.1477,B2,E1,6
29.2767,1.7322,0.9962,0.0512,-1.4086,-0.3167,0.8144,B2,E1,6
29.4953,1.8979,0.9992,0.0546,-1.4006,-0.3167,0.596,B2,E1,6
29.7217,2.7049,0.9998,0.0115,-1.3922,-0.3167,0.3697,B2,E1,6
30.055,3.2814,1,0.0016,-1.3799,-0.3167,0.0366,B2,E1,6
30.2886,3.5,1,0.0004,-1.3713,-0.3167,-0.1967,B2,E1,6
30.6219,4.5231,1,0.0001,-1.3589,-0.3167,-0.5298,B2,E1,6
30.8555,4.7487,1,0,-1.3503,-0.3167,-0.7633,B2,E1,6
31.1888,5.7922,1,0,-1.338,-0.3167,-1.0964,B2,E1,6
31.4158,6.0144,1,0,-1.3296,-0.3167,-1.3232,B2,E1,6
31.7435,7.0535,1,0,-1.3175,-0.3167,-1.6507,B2,E1,6
31.984,7.2905,1,0,-1.3086,-0.3167,-1.891,B2,E1,6
32.217,8.2513,1,0,-1.3,-0.3167,-2.1238,B2,E1,6
32.446,8.4779,1,0,-1.2915,-0.3167,-2.3527,B2,E1,6
32.6799,9.3052,1,0,-1.2828,-0.3167,-2.5864,B2,E1,6
32.9102,9.5336,1,0,-1.2743,-0.3167,-2.8166,B2,E1,6
33.1426,10.3638,1,0,-1.2657,-0.3167,-3.0489,B2,E1,6
33.3748,10.5944,1,0,-1.2572,-0.3167,-3.2808,B2,E1,6
33.5882,11.4072,1,0,-1.2493,-0.3167,-3.4941,B2,E1,6
33.8205,11.6381,1,0,-1.2407,-0.3167,-3.7263,B2,E1,6
34.0503,12.4436,1,0,-1.2322,-0.3167,-3.956,B2,E1,6
34.2797,12.6718,1,0,-1.2237,-0.3167,-4.1852,B2,E1,6
34.507,27.8734,1,0,-1.2153,-0.3167,-4.4123,B2,E1,6
34.8404,28.2064,1,0,-1.203,-0.3167,-4.7454,B2,E1,6
35.0772,28.443,1,0,-1.1942,-0.3167,-4.9821,B2,E1,6
35.4106,28.776,1,0,-1.1819,-0.3167,-5.3152,B2,E1,6
35.6337,28.999,1,0,-1.1736,-0.3167,-5.5383,B2,E1,6
