Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Status,MethodRaw,ScenarioRaw,Method,Scenario,RunID,Result
28343.76,1.7794,0.3524,1.0773,-3.1342,-0.3167,29.5818,0,6,4,B2,E4,7,SUCCESS
28343.89,1.6526,0.8705,3.7962,-3.0719,-0.3167,29.4604,0,6,4,B2,E4,7,SUCCESS
28344.12,1.7723,0.9741,0.4545,-2.9678,-0.3167,29.2575,0,6,4,B2,E4,7,SUCCESS
28344.37,1.5375,0.9948,0.0851,-2.8567,-0.3167,29.0409,0,6,4,B2,E4,7,SUCCESS
28344.59,1.6912,0.999,0.0183,-2.7534,-0.3167,28.8396,0,6,4,B2,E4,7,SUCCESS
28344.78,1.508,0.9998,0.0045,-2.6688,-0.3167,28.6747,0,6,4,B2,E4,7,SUCCESS
28345,1.6352,1,0.0007,-2.5649,-0.3167,28.4722,0,6,4,B2,E4,7,SUCCESS
28345.28,1.566,1,0.0001,-2.4396,-0.3167,28.228,0,6,4,B2,E4,7,SUCCESS
28345.45,1.3955,1,0,-2.3617,-0.3167,28.0762,0,6,4,B2,E4,7,SUCCESS
28345.68,1.5865,1,0,-2.258,-0.3167,27.874,0,6,4,B2,E4,7,SUCCESS
28345.99,1.4971,1,0,-2.1146,-0.3167,27.5946,0,6,4,B2,E4,7,SUCCESS
28346.12,1.3769,1,0,-2.0583,-0.3167,27.4849,0,6,4,B2,E4,7,SUCCESS
28346.36,1.5774,1,0,-1.9482,-0.3167,27.2703,0,6,4,B2,E4,7,SUCCESS
28346.59,1.353,1,0,-1.839,-0.3167,27.0574,0,6,4,B2,E4,7,SUCCESS
28346.82,1.6193,0.9998,0.1616,-1.7438,-0.3167,26.8485,0,6,4,B2,E4,7,SUCCESS
28347.07,1.3942,0.9996,0.2131,-1.6557,-0.3167,26.6233,0,6,4,B2,E4,7,SUCCESS
28347.26,1.6815,0.9996,0.2495,-1.5933,-0.3167,26.4376,0,6,4,B2,E4,7,SUCCESS
28347.47,1.4872,0.9997,0.2181,-1.5361,-0.3167,26.2384,0,6,4,B2,E4,7,SUCCESS
28347.72,1.6404,0.9941,0.8714,-1.5311,-0.3167,25.9901,0,6,4,B2,E4,7,SUCCESS
28347.9,1.4583,0.9986,0.2414,-1.5277,-0.3167,25.807,0,6,4,B2,E4,7,SUCCESS
28348.03,1.7546,0.9997,0.0666,-1.5252,-0.3167,25.6742,0,6,4,B2,E4,7,SUCCESS
28348.27,1.5245,0.9999,0.0076,-1.5208,-0.3167,25.443,0,6,4,B2,E4,7,SUCCESS
28348.49,1.6607,1,0.0016,-1.5166,-0.3167,25.2165,0,6,4,B2,E4,7,SUCCESS
28348.63,1.5229,1,0.0005,-1.514,-0.3167,25.078,0,6,4,B2,E4,7,SUCCESS
28348.86,1.6539,1,0.0001,-1.5096,-0.3167,24.8453,0,6,4,B2,E4,7,SUCCESS
28349.06,1.4615,1,0,-1.506,-0.3167,24.6519,0,6,4,B2,E4,7,SUCCESS
28349.3,1.6458,1,0,-1.5015,-0.3167,24.4117,0,6,4,B2,E4,7,SUCCESS
28349.52,1.4261,1,0,-1.4974,-0.3167,24.1911,0,6,4,B2,E4,7,SUCCESS
28349.73,1.6687,1,0,-1.4933,-0.3167,23.9745,0,6,4,B2,E4,7,SUCCESS
28350.04,1.5813,1,0,-1.4876,-0.3167,23.6707,0,6,4,B2,E4,7,SUCCESS
28350.19,1.4294,1,0,-1.4848,-0.3167,23.5182,0,6,4,B2,E4,7,SUCCESS
28350.43,1.6433,1,0,-1.4802,-0.3167,23.2771,0,6,4,B2,E4,7,SUCCESS
28350.68,1.3993,1,0,-1.4756,-0.3167,23.0323,0,6,4,B2,E4,7,SUCCESS
28350.91,1.6503,1,0,-1.4713,-0.3167,22.7989,0,6,4,B2,E4,7,SUCCESS
28351.12,1.446,1,0,-1.4674,-0.3167,22.5941,0,6,4,B2,E4,7,SUCCESS
28351.35,1.6518,1,0,-1.4631,-0.3167,22.3627,0,6,4,B2,E4,7,SUCCESS
28351.62,1.613,1,0,-1.458,-0.3167,22.0928,0,6,4,B2,E4,7,SUCCESS
28351.84,1.3861,1,0,-1.4538,-0.3167,21.8653,0,6,4,B2,E4,7,SUCCESS
28352.1,1.6274,1,0,-1.449,-0.3167,21.6104,0,6,4,B2,E4,7,SUCCESS
28352.23,1.4959,1,0,-1.4465,-0.3167,21.4786,0,6,4,B2,E4,7,SUCCESS
28352.48,1.6272,1,0,-1.4417,-0.3167,21.2239,0,6,4,B2,E4,7,SUCCESS
28352.73,1.382,1,0,-1.4371,-0.3167,20.9783,0,6,4,B2,E4,7,SUCCESS
28352.96,1.6532,1,0,-1.4329,-0.3167,20.7501,0,6,4,B2,E4,7,SUCCESS
28353.15,1.4613,1,0,-1.4293,-0.3167,20.558,0,6,4,B2,E4,7,SUCCESS
28353.4,1.6286,1,0,-1.4245,-0.3167,20.3056,0,6,4,B2,E4,7,SUCCESS
28353.61,1.4225,1,0,-1.4207,-0.3167,20.0992,0,6,4,B2,E4,7,SUCCESS
28353.77,1.7186,1,0,-1.4176,-0.3167,19.9372,0,6,4,B2,E4,7,SUCCESS
28354.06,1.5962,1,0,-1.4123,-0.3167,19.6529,0,6,4,B2,E4,7,SUCCESS
28354.29,1.3633,1,0,-1.4079,-0.3167,19.4198,0,6,4,B2,E4,7,SUCCESS
28354.42,1.7505,1,0,-1.4055,-0.3167,19.2903,0,6,4,B2,E4,7,SUCCESS
28354.67,1.6274,1,0,-1.4008,-0.3167,19.0377,0,6,4,B2,E4,7,SUCCESS
28354.84,1.463,1,0,-1.3977,-0.3167,18.8732,0,6,4,B2,E4,7,SUCCESS
28355.08,1.6392,1,0,-1.3932,-0.3167,18.6328,0,6,4,B2,E4,7,SUCCESS
28355.35,1.6103,1,0,-1.3881,-0.3167,18.3635,0,6,4,B2,E4,7,SUCCESS
28355.56,1.3914,1,0,-1.384,-0.3167,18.1446,0,6,4,B2,E4,7,SUCCESS
28355.77,1.675,1,0,-1.3802,-0.3167,17.9403,0,6,4,B2,E4,7,SUCCESS
28355.99,1.4497,1,0,-1.376,-0.3167,17.7149,0,6,4,B2,E4,7,SUCCESS
28356.23,1.6472,1,0,-1.3716,-0.3167,17.4831,0,6,4,B2,E4,7,SUCCESS
28356.44,1.4356,1,0,-1.3676,-0.3167,17.2714,0,6,4,B2,E4,7,SUCCESS
28356.55,1.7634,1,0,-1.3655,-0.3167,17.1559,0,6,4,B2,E4,7,SUCCESS
28356.82,1.6128,1,0,-1.3605,-0.3167,16.8899,0,6,4,B2,E4,7,SUCCESS
28357.01,1.4214,1,0,-1.3569,-0.3167,16.6986,0,6,4,B2,E4,7,SUCCESS
28357.28,1.6131,1,0,-1.3519,-0.3167,16.433,0,6,4,B2,E4,7,SUCCESS
28357.54,1.62,1,0,-1.3471,-0.3167,16.1744,0,6,4,B2,E4,7,SUCCESS
28357.78,1.3782,1,0,-1.3425,-0.3167,15.9326,0,6,4,B2,E4,7,SUCCESS
28357.97,1.6824,1,0,-1.3389,-0.3167,15.7365,0,6,4,B2,E4,7,SUCCESS
28358.21,1.441,1,0,-1.3343,-0.3167,15.4951,0,6,4,B2,E4,7,SUCCESS
28358.49,1.6023,1,0,-1.3292,-0.3167,15.219,0,6,4,B2,E4,7,SUCCESS
28358.8,1.5695,1,0,-1.3234,-0.3167,14.9101,0,6,4,B2,E4,7,SUCCESS
28358.92,1.4503,1,0,-1.3211,-0.3167,14.791,0,6,4,B2,E4,7,SUCCESS
28359.17,1.627,1,0,-1.3164,-0.3167,14.5396,0,6,4,B2,E4,7,SUCCESS
28359.39,1.4103,1,0,-1.3124,-0.3167,14.3229,0,6,4,B2,E4,7,SUCCESS
28359.66,1.6069,1,0,-1.3073,-0.3167,14.0515,0,6,4,B2,E4,7,SUCCESS
28359.89,1.3724,1,0,-1.3029,-0.3167,13.817,0,6,4,B2,E4,7,SUCCESS
28360.15,1.6257,1,0,-1.2981,-0.3167,13.5643,0,6,4,B2,E4,7,SUCCESS
28360.39,1.3837,1,0,-1.2936,-0.3167,13.3223,0,6,4,B2,E4,7,SUCCESS
28360.61,1.6548,1,0,-1.2894,-0.3167,13.0985,0,6,4,B2,E4,7,SUCCESS
28360.92,1.5734,1,0,-1.2837,-0.3167,12.7933,0,6,4,B2,E4,7,SUCCESS
28361.05,1.44,1,0,-1.2812,-0.3167,12.6599,0,6,4,B2,E4,7,SUCCESS
28361.31,1.6157,1,0,-1.2763,-0.3167,12.3968,0,6,4,B2,E4,7,SUCCESS
28361.52,1.4056,1,0,-1.2723,-0.3167,12.1867,0,6,4,B2,E4,7,SUCCESS
28361.78,1.6189,1,0,-1.2674,-0.3167,11.9267,0,6,4,B2,E4,7,SUCCESS
28362.02,1.3807,1,0,-1.263,-0.3167,11.6884,0,6,4,B2,E4,7,SUCCESS
28362.25,1.6469,1,0,-1.2586,-0.3167,11.4562,0,6,4,B2,E4,7,SUCCESS
28362.52,1.6151,1,0,-1.2537,-0.3167,11.192,0,6,4,B2,E4,7,SUCCESS
28362.75,1.3851,1,0,-1.2494,-0.3167,10.9619,0,6,4,B2,E4,7,SUCCESS
28363.04,1.5881,1,0,-1.2439,-0.3167,10.6705,0,6,4,B2,E4,7,SUCCESS
28363.17,1.4616,1,0,-1.2415,-0.3167,10.5439,0,6,4,B2,E4,7,SUCCESS
28363.43,1.6207,1,0,-1.2367,-0.3167,10.2848,0,6,4,B2,E4,7,SUCCESS
28363.66,1.3872,1,0,-1.2323,-0.3167,10.051,0,6,4,B2,E4,7,SUCCESS
28363.9,1.5155,1,0,-1.2278,-0.3167,9.812,0,6,4,B2,E4,7,SUCCESS
28364.09,1.3253,1,0,-1.2242,-0.3167,9.6185,0,6,4,B2,E4,7,SUCCESS
28364.39,1.273,1,0,-1.2187,-0.3167,9.3247,0,6,4,B2,E4,7,SUCCESS
28364.61,1.2442,1,0,-1.2144,-0.3167,9.0993,0,6,4,B2,E4,7,SUCCESS
28364.87,1.5062,1,0,-1.2097,-0.3167,8.846,0,6,4,B2,E4,7,SUCCESS
28365.13,1.4987,1,0,-1.2048,-0.3167,8.5848,0,6,4,B2,E4,7,SUCCESS
28365.25,1.3772,1,0,-1.2025,-0.3167,8.4601,0,6,4,B2,E4,7,SUCCESS
28365.5,1.5068,1,0,-1.1977,-0.3167,8.2069,0,6,4,B2,E4,7,SUCCESS
28365.78,1.4863,1,0,-1.1926,-0.3167,7.9325,0,6,4,B2,E4,7,SUCCESS
28366.06,1.4816,1,0,-1.1873,-0.3167,7.6531,0,6,4,B2,E4,7,SUCCESS
28366.3,1.2493,1,0,-1.1828,-0.3167,7.414,0,6,4,B2,E4,7,SUCCESS
28366.54,1.5221,1,0,-1.1784,-0.3167,7.1757,0,6,4,B2,E4,7,SUCCESS
28366.85,1.4509,1,0,-1.1725,-0.3167,6.8641,0,6,4,B2,E4,7,SUCCESS
28367.09,1.2111,1,0,-1.1679,-0.3167,6.6167,0,6,4,B2,E4,7,SUCCESS
28367.38,1.446,1,0,-1.1626,-0.3167,6.3339,0,6,4,B2,E4,7,SUCCESS
