Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Status,MethodRaw,ScenarioRaw,Method,Scenario,RunID,Result
20305.49,1.7885,0.3679,1.1797,-3.1345,-0.3167,29.5824,0,4,4,M4,E4,9,SUCCESS
20305.61,1.7099,0.8676,4.8076,-3.1286,-0.3167,29.4692,0,4,4,M4,E4,9,SUCCESS
20305.79,1.8755,0.9734,0.5892,-3.1192,-0.3167,29.284,0,4,4,M4,E4,9,SUCCESS
20306,1.7246,0.9947,0.1037,-3.1085,-0.3167,29.0735,0,4,4,M4,E4,9,SUCCESS
20306.21,1.852,0.9989,0.0207,-3.0978,-0.3167,28.8625,0,4,4,M4,E4,9,SUCCESS
20306.34,1.7638,0.9998,0.0072,-3.0916,-0.3167,28.7407,0,4,4,M4,E4,9,SUCCESS
20306.57,1.8346,1,0.0008,-3.08,-0.3167,28.511,0,4,4,M4,E4,9,SUCCESS
20306.72,1.7228,1,0.0002,-3.072,-0.3167,28.3548,0,4,4,M4,E4,9,SUCCESS
20306.92,1.8573,1,0.0001,-3.0622,-0.3167,28.1614,0,4,4,M4,E4,9,SUCCESS
20307.13,1.7018,1,0,-3.0512,-0.3167,27.9451,0,4,4,M4,E4,9,SUCCESS
20307.31,1.8629,1,0,-3.0421,-0.3167,27.765,0,4,4,M4,E4,9,SUCCESS
20307.48,1.7406,1,0,-3.0336,-0.3167,27.5977,0,4,4,M4,E4,9,SUCCESS
20307.73,1.8048,1,0,-3.0207,-0.3167,27.3446,0,4,4,M4,E4,9,SUCCESS
20307.87,1.7076,1,0,-3.0138,-0.3167,27.2091,0,4,4,M4,E4,9,SUCCESS
20308.08,1.8327,1,0,-3.0032,-0.3167,26.9994,0,4,4,M4,E4,9,SUCCESS
20308.21,1.7398,1,0,-2.9967,-0.3167,26.8725,0,4,4,M4,E4,9,SUCCESS
20308.39,1.8462,1,0,-2.9872,-0.3167,26.6855,0,4,4,M4,E4,9,SUCCESS
20308.63,1.6734,1,0,-2.9751,-0.3167,26.4468,0,4,4,M4,E4,9,SUCCESS
20308.87,1.807,1,0,-2.9633,-0.3167,26.2136,0,4,4,M4,E4,9,SUCCESS
20309.1,1.6413,1,0,-2.9515,-0.3167,25.9816,0,4,4,M4,E4,9,SUCCESS
20309.28,1.8382,1,0,-2.9421,-0.3167,25.7965,0,4,4,M4,E4,9,SUCCESS
20309.5,1.678,1,0,-2.931,-0.3167,25.5775,0,4,4,M4,E4,9,SUCCESS
20309.78,1.763,1,0,-2.9167,-0.3167,25.2978,0,4,4,M4,E4,9,SUCCESS
20309.9,1.6778,1,0,-2.9107,-0.3167,25.1798,0,4,4,M4,E4,9,SUCCESS
20310.13,1.801,1,0,-2.8994,-0.3167,24.9568,0,4,4,M4,E4,9,SUCCESS
20310.34,1.6433,1,0,-2.8884,-0.3167,24.7393,0,4,4,M4,E4,9,SUCCESS
20310.56,1.8018,1,0,-2.8774,-0.3167,24.5235,0,4,4,M4,E4,9,SUCCESS
