Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,2.0204,1.2552,4.9804,-1.0729,-0.3167,29.3146,B2,E4,6
0.2473,1.8276,1.051,0.8256,-1.071,-0.3167,29.0673,B2,E4,6
0.4978,2.2111,1.0102,0.1631,-1.069,-0.3167,28.8168,B2,E4,6
0.618,2.1101,1.002,0.0679,-1.0681,-0.3167,28.6966,B2,E4,6
0.8024,2.417,1.0004,0.0089,-1.0666,-0.3167,28.5122,B2,E4,6
1.0469,2.205,1.0001,0.0014,-1.0647,-0.3167,28.2677,B2,E4,6
1.227,2.5999,1,0.0004,-1.0633,-0.3167,28.0876,B2,E4,6
1.408,2.438,1,0,-1.0619,-0.3167,27.9066,B2,E4,6
1.5845,2.7579,1,0,-1.0605,-0.3167,27.7301,B2,E4,6
1.7574,2.6004,1,0,-1.0592,-0.3167,27.5572,B2,E4,6
1.9484,2.8974,1,0,-1.0577,-0.3167,27.3662,B2,E4,6
2.1326,2.7274,1,0,-1.0562,-0.3167,27.1821,B2,E4,6
2.3196,3.0677,1,0,-1.0548,-0.3167,26.9951,B2,E4,6
2.4971,2.9018,1,0,-1.0534,-0.3167,26.8176,B2,E4,6
2.7114,3.206,1,0,-1.0517,-0.3167,26.6033,B2,E4,6
2.9102,3.0186,1,0,-1.0501,-0.3167,26.4044,B2,E4,6
3.102,3.4157,1,0,-1.0486,-0.3167,26.2126,B2,E4,6
3.2916,3.2352,1,0,-1.0471,-0.3167,26.0231,B2,E4,6
3.4775,3.4439,1,0,-1.0457,-0.3167,25.8372,B2,E4,6
3.6643,3.418,1,0,-1.0442,-0.3167,25.6503,B2,E4,6
3.8554,3.4479,1,0,-1.0427,-0.3167,25.4593,B2,E4,6
4.1888,3.5878,1,0,-1.0401,-0.3167,25.1259,B2,E4,6
4.4411,3.4393,1,0,-1.0382,-0.3167,24.8736,B2,E4,6
4.7009,3.3765,1,0,-1.0361,-0.3167,24.6138,B2,E4,6
4.8883,3.2154,1,0,-1.0347,-0.3167,24.4264,B2,E4,6
5.1001,3.0371,1,0,-1.033,-0.3167,24.2147,B2,E4,6
5.3207,2.8561,1,0,-1.0313,-0.3167,23.9941,B2,E4,6
5.4982,2.7146,1,0,-1.0299,-0.3167,23.8165,B2,E4,6
5.6931,2.5646,1,0,-1.0284,-0.3167,23.6217,B2,E4,6
5.8896,2.4198,1,0,-1.0268,-0.3167,23.4251,B2,E4,6
6.0654,2.2967,1,0,-1.0254,-0.3167,23.2493,B2,E4,6
6.2466,2.1775,1,0,-1.024,-0.3167,23.0682,B2,E4,6
6.4382,2.0613,1,0,-1.0225,-0.3167,22.8766,B2,E4,6
6.6245,1.9597,1,0,-1.0211,-0.3167,22.6903,B2,E4,6
6.82,1.8671,1,0,-1.0195,-0.3167,22.4948,B2,E4,6
7.0953,1.7655,1,0,-1.0174,-0.3167,22.2195,B2,E4,6
7.271,1.7207,1,0,-1.016,-0.3167,22.0438,B2,E4,6
7.4669,1.691,1,0,-1.0145,-0.3167,21.8479,B2,E4,6
7.6514,1.6834,1,0,-1.013,-0.3167,21.6634,B2,E4,6
7.8429,1.6969,1,0,-1.0115,-0.3167,21.4719,B2,E4,6
8.0259,1.7297,1,0,-1.0101,-0.3167,21.2889,B2,E4,6
8.2252,1.7861,1,0,-1.0085,-0.3167,21.0896,B2,E4,6
8.4218,1.8611,1,0,-1.007,-0.3167,20.893,B2,E4,6
8.6256,1.9567,1,0,-1.0054,-0.3167,20.6892,B2,E4,6
8.8855,2.1011,1,0,-1.0034,-0.3167,20.4294,B2,E4,6
9.0713,2.2173,1,0,-1.0019,-0.3167,20.2435,B2,E4,6
