Tiempo_s,Distancia_m,Velocidad_mps,Aceleracion_mps2,PosX_m,PosY_m,PosZ_m,Metodo,Escenario,RunID
0,1.727,1.4418,9.6337,-1.0811,-0.3167,29.4403,M4,E3,8
0.1167,1.7509,0.7743,5.7198,-1.0816,-0.3167,29.3694,M4,E3,8
0.2537,1.777,0.6409,0.9745,-1.0823,-0.3167,29.2862,M4,E3,8
0.4076,1.8115,0.6142,0.1735,-1.0829,-0.3167,29.1927,M4,E3,8
0.5464,1.87,0.6088,0.039,-1.0833,-0.3167,29.1084,M4,E3,8
0.7039,1.9043,0.6078,0.0094,-1.0836,-0.3167,29.0127,M4,E3,8
0.8312,1.9728,0.6076,0.011,-1.0837,-0.3167,28.9354,M4,E3,8
0.9892,1.9966,0.6075,0.0054,-1.0837,-0.3167,28.8394,M4,E3,8
1.1097,2.0696,0.6075,0.0092,-1.0835,-0.3167,28.7662,M4,E3,8
1.255,2.0947,0.6075,0.0034,-1.0833,-0.3167,28.6779,M4,E3,8
1.3822,2.1526,0.6075,0.0063,-1.083,-0.3167,28.6007,M4,E3,8
1.5382,2.1776,0.6075,0.0023,-1.0826,-0.3167,28.5059,M4,E3,8
1.6597,2.2487,0.6075,0.0038,-1.0822,-0.3167,28.432,M4,E3,8
1.7928,2.2819,0.6075,0.0018,-1.0817,-0.3167,28.3512,M4,E3,8
1.9157,2.3316,0.6075,0.0031,-1.0812,-0.3167,28.2766,M4,E3,8
2.0559,2.3619,0.6075,0.0014,-1.0807,-0.3167,28.1914,M4,E3,8
2.1759,2.4199,0.6075,0.0016,-1.0802,-0.3167,28.1185,M4,E3,8
2.3137,2.449,0.6075,0.0009,-1.0796,-0.3167,28.0348,M4,E3,8
2.4486,2.4963,0.6075,0.0011,-1.079,-0.3167,27.9528,M4,E3,8
2.5819,2.5418,0.6075,0.0006,-1.0784,-0.3167,27.8719,M4,E3,8
2.7071,2.5906,0.6075,0.0007,-1.0778,-0.3167,27.7958,M4,E3,8
2.84,2.6276,0.6075,0.0006,-1.0772,-0.3167,27.7151,M4,E3,8
2.9635,2.6772,0.6075,0.0005,-1.0766,-0.3167,27.64,M4,E3,8
3.113,2.7028,0.6075,0.0003,-1.0759,-0.3167,27.5492,M4,E3,8
3.2257,2.7742,0.6075,0.0004,-1.0754,-0.3167,27.4808,M4,E3,8
3.3639,2.7965,0.6075,0.0002,-1.0747,-0.3167,27.3968,M4,E3,8
3.4918,2.8486,0.6075,0.0003,-1.0741,-0.3167,27.3191,M4,E3,8
3.6262,2.8874,0.6075,0.0001,-1.0734,-0.3167,27.2375,M4,E3,8
3.7503,2.9382,0.6075,0.0002,-1.0728,-0.3167,27.1621,M4,E3,8
3.8843,2.9737,0.6075,0.0001,-1.0721,-0.3167,27.0807,M4,E3,8
4.04,3.0055,0.6075,0.0001,-1.0714,-0.3167,26.9861,M4,E3,8
4.147,3.0864,0.6075,0.0001,-1.0708,-0.3167,26.9211,M4,E3,8
4.2912,3.1001,0.6075,0.0001,-1.0701,-0.3167,26.8335,M4,E3,8
4.4117,3.1623,0.6075,0.0001,-1.0695,-0.3167,26.7603,M4,E3,8
4.5592,3.1865,0.6075,0,-1.0688,-0.3167,26.6707,M4,E3,8
4.6865,3.2479,0.6075,0,-1.0682,-0.3167,26.5933,M4,E3,8
4.8135,3.2907,0.6075,0,-1.0675,-0.3167,26.5162,M4,E3,8
4.9359,3.336,0.6075,0.0001,-1.0669,-0.3167,26.4418,M4,E3,8
5.0759,3.3665,0.6075,0,-1.0662,-0.3167,26.3568,M4,E3,8
5.1948,3.4261,0.6075,0,-1.0656,-0.3167,26.2846,M4,E3,8
5.3243,3.4595,0.6075,0,-1.065,-0.3167,26.2059,M4,E3,8
5.4514,3.5045,0.6075,0.0001,-1.0644,-0.3167,26.1287,M4,E3,8
5.5921,3.539,0.6075,0,-1.0637,-0.3167,26.0432,M4,E3,8
5.7089,3.6005,0.6075,0,-1.0631,-0.3167,25.9723,M4,E3,8
5.8186,3.644,0.6075,0.0001,-1.0625,-0.3167,25.9056,M4,E3,8
5.9486,3.6688,0.6075,0,-1.0619,-0.3167,25.8267,M4,E3,8
6.0996,3.6999,0.6075,0,-1.0611,-0.3167,25.7349,M4,E3,8
6.24,3.703,0.9215,2.2374,-1.06,-0.3167,25.5946,M4,E3,8
6.3675,3.7088,0.9843,0.4926,-1.0589,-0.3167,25.4671,M4,E3,8
6.5083,3.6894,0.9969,0.0892,-1.0578,-0.3167,25.3263,M4,E3,8
6.6402,3.6913,0.9994,0.0191,-1.0567,-0.3167,25.1944,M4,E3,8
6.7747,3.6822,0.9999,0.0037,-1.0556,-0.3167,25.0598,M4,E3,8
6.9068,3.678,1,0.0007,-1.0545,-0.3167,24.9277,M4,E3,8
7.0448,3.6657,1,0.0001,-1.0534,-0.3167,24.7897,M4,E3,8
7.164,3.6774,1,0,-1.0524,-0.3167,24.6706,M4,E3,8
7.3132,3.6421,1,0,-1.0512,-0.3167,24.5213,M4,E3,8
7.4305,3.6661,1,0,-1.0502,-0.3167,24.4041,M4,E3,8
7.5827,3.6847,0.686,2.0629,-1.0495,-0.3167,24.3116,M4,E3,8
7.7023,3.7093,0.9372,2.1011,-1.0485,-0.3167,24.192,M4,E3,8
7.8397,3.6859,0.9874,0.3655,-1.0474,-0.3167,24.0546,M4,E3,8
7.9741,3.6821,0.9975,0.0748,-1.0463,-0.3167,23.9202,M4,E3,8
8.125,3.6594,0.9995,0.0133,-1.045,-0.3167,23.7694,M4,E3,8
8.265,3.6626,0.9999,0.0029,-1.0439,-0.3167,23.6293,M4,E3,8
8.3802,3.68,1,0.0007,-1.0429,-0.3167,23.5141,M4,E3,8
8.509,3.6612,1,0.0002,-1.0419,-0.3167,23.3854,M4,E3,8
8.6429,3.6498,1,0,-1.0408,-0.3167,23.2515,M4,E3,8
8.7846,3.6356,1,0,-1.0396,-0.3167,23.1098,M4,E3,8
8.9304,3.6807,0.686,2.1529,-1.0389,-0.3167,23.0212,M4,E3,8
9.0547,3.7426,0.6232,0.5051,-1.0383,-0.3167,22.9457,M4,E3,8
9.206,3.7101,0.9246,1.993,-1.037,-0.3167,22.7944,M4,E3,8
9.3295,3.7299,0.9849,0.4883,-1.036,-0.3167,22.671,M4,E3,8
9.4835,3.6938,0.997,0.0782,-1.0348,-0.3167,22.5169,M4,E3,8
9.6104,3.7129,0.9994,0.0191,-1.0337,-0.3167,22.39,M4,E3,8
9.7552,3.6892,0.9999,0.0033,-1.0325,-0.3167,22.2452,M4,E3,8
9.8969,3.6851,1,0.0007,-1.0314,-0.3167,22.1035,M4,E3,8
10.0479,3.669,1,0.0001,-1.0301,-0.3167,21.9526,M4,E3,8
10.2104,3.6503,1,0,-1.0288,-0.3167,21.7901,M4,E3,8
10.369,3.6461,1,0,-1.0275,-0.3167,21.6315,M4,E3,8
10.5148,3.7071,0.686,2.153,-1.0268,-0.3167,21.5429,M4,E3,8
10.6877,3.74,0.6232,0.3633,-1.0259,-0.3167,21.4378,M4,E3,8
10.8431,3.7486,0.9246,1.9394,-1.0247,-0.3167,21.2824,M4,E3,8
11.0026,3.737,0.9849,0.378,-1.0234,-0.3167,21.1229,M4,E3,8
11.1378,3.7531,0.997,0.0892,-1.0222,-0.3167,20.9878,M4,E3,8
11.27,3.7494,0.9994,0.0182,-1.0212,-0.3167,20.8556,M4,E3,8
11.4215,3.7239,0.9999,0.0032,-1.0199,-0.3167,20.7041,M4,E3,8
11.588,3.7017,1,0.0006,-1.0186,-0.3167,20.5375,M4,E3,8
11.7444,3.7035,1,0.0001,-1.0173,-0.3167,20.3812,M4,E3,8
11.8886,3.7078,1,0,-1.0161,-0.3167,20.237,M4,E3,8
12.0347,3.6988,1,0,-1.0149,-0.3167,20.0909,M4,E3,8
12.1661,3.7062,1,0,-1.0138,-0.3167,19.9595,M4,E3,8
12.327,3.6707,1,0,-1.0125,-0.3167,19.7986,M4,E3,8
12.455,3.6952,1,0,-1.0115,-0.3167,19.6706,M4,E3,8
12.6072,3.6651,1,0.0001,-1.0102,-0.3167,19.5184,M4,E3,8
12.7557,3.6612,1,0,-1.009,-0.3167,19.3699,M4,E3,8
12.905,3.6532,1,0,-1.0078,-0.3167,19.2207,M4,E3,8
13.0698,3.6306,1,0,-1.0064,-0.3167,19.0558,M4,E3,8
13.2086,3.7015,0.686,2.2622,-1.0057,-0.3167,18.9715,M4,E3,8
13.3612,3.74,0.6232,0.4116,-1.005,-0.3167,18.8788,M4,E3,8
13.5017,3.7444,0.9246,2.1461,-1.0038,-0.3167,18.7383,M4,E3,8
13.6655,3.7146,0.9849,0.3679,-1.0025,-0.3167,18.5745,M4,E3,8
13.8136,3.722,0.997,0.0814,-1.0013,-0.3167,18.4265,M4,E3,8
13.9703,3.7062,0.9994,0.0154,-1,-0.3167,18.2697,M4,E3,8
14.1233,3.7022,0.9999,0.0031,-0.9987,-0.3167,18.1167,M4,E3,8
14.2458,3.7247,1,0.0008,-0.9977,-0.3167,17.9943,M4,E3,8
14.4146,3.6732,1,0.0001,-0.9963,-0.3167,17.8254,M4,E3,8
14.5537,3.6941,1,0,-0.9952,-0.3167,17.6864,M4,E3,8
14.7201,3.6604,1,0,-0.9938,-0.3167,17.52,M4,E3,8
14.8638,3.6745,1,0,-0.9927,-0.3167,17.3763,M4,E3,8
14.9935,3.6813,1,0.0001,-0.9916,-0.3167,17.2466,M4,E3,8
15.1202,3.6778,1,0.0001,-0.9906,-0.3167,17.1199,M4,E3,8
15.2614,3.6574,1,0,-0.9894,-0.3167,16.9787,M4,E3,8
15.4061,3.6471,1,0,-0.9882,-0.3167,16.834,M4,E3,8
15.5633,3.6882,0.686,1.9974,-0.9874,-0.3167,16.7385,M4,E3,8
15.6922,3.7579,0.6232,0.487,-0.9868,-0.3167,16.6602,M4,E3,8
15.847,3.7262,0.9246,1.947,-0.9855,-0.3167,16.5054,M4,E3,8
15.9897,3.7306,0.9849,0.4227,-0.9844,-0.3167,16.3627,M4,E3,8
16.142,3.714,0.997,0.0791,-0.9831,-0.3167,16.2104,M4,E3,8
16.2985,3.7024,0.9994,0.0154,-0.9818,-0.3167,16.0539,M4,E3,8
16.4583,3.6916,0.9999,0.003,-0.9805,-0.3167,15.8941,M4,E3,8
16.6052,3.6964,1,0.0007,-0.9793,-0.3167,15.7472,M4,E3,8
16.761,3.6804,1,0.0001,-0.978,-0.3167,15.5914,M4,E3,8
16.9032,3.6862,1,0,-0.9769,-0.3167,15.4493,M4,E3,8
17.0554,3.6693,1,0,-0.9756,-0.3167,15.297,M4,E3,8
17.2178,3.6519,1,0,-0.9743,-0.3167,15.1347,M4,E3,8
17.355,3.6687,1,0,-0.9732,-0.3167,14.9975,M4,E3,8
17.5048,3.7073,0.686,2.0966,-0.9724,-0.3167,14.9065,M4,E3,8
17.651,3.7034,0.9372,1.7179,-0.9712,-0.3167,14.7603,M4,E3,8
17.8043,3.6893,0.9874,0.3277,-0.97,-0.3167,14.607,M4,E3,8
17.9656,3.6739,0.9975,0.0623,-0.9686,-0.3167,14.4456,M4,E3,8
18.1201,3.6727,0.9995,0.013,-0.9674,-0.3167,14.2912,M4,E3,8
18.266,3.6735,0.9999,0.0027,-0.9662,-0.3167,14.1453,M4,E3,8
18.4187,3.6596,1,0.0005,-0.9649,-0.3167,13.9925,M4,E3,8
18.5534,3.6699,1,0.0001,-0.9638,-0.3167,13.8579,M4,E3,8
18.7029,3.6487,1,0,-0.9626,-0.3167,13.7083,M4,E3,8
18.8485,3.6453,1,0,-0.9614,-0.3167,13.5628,M4,E3,8
19.0047,3.6879,0.686,2.0105,-0.9606,-0.3167,13.4679,M4,E3,8
19.145,3.7498,0.6232,0.4475,-0.9599,-0.3167,13.3827,M4,E3,8
