Tiempo_s,Distancia_m,Velocidad_mps,Aceleracion_mps2,PosX_m,PosY_m,PosZ_m,Metodo,Escenario,RunID
0,12,1.9582,10.771,-1.0725,-0.3167,29.265,M0,E1,8
0.2627,12,1.1916,2.9179,-1.0705,-0.3167,29.0023,M0,E1,8
0.4396,12,1.0383,0.8668,-1.0691,-0.3167,28.8254,M0,E1,8
0.7289,12,1.0077,0.106,-1.0668,-0.3167,28.5361,M0,E1,8
0.977,12,1.0015,0.0247,-1.0649,-0.3167,28.288,M0,E1,8
1.2048,12,1.0003,0.0054,-1.0631,-0.3167,28.0603,M0,E1,8
1.4555,12,1.0001,0.001,-1.0611,-0.3167,27.8095,M0,E1,8
1.5648,12,1,0.0005,-1.0603,-0.3167,27.7003,M0,E1,8
1.8096,12,1,0,-1.0584,-0.3167,27.4554,M0,E1,8
2.0807,12,1,0,-1.0562,-0.3167,27.1844,M0,E1,8
2.3184,12,1,0,-1.0544,-0.3167,26.9467,M0,E1,8
2.5649,12,1,0,-1.0524,-0.3167,26.7002,M0,E1,8
2.8013,12,1,0,-1.0506,-0.3167,26.4637,M0,E1,8
3.0399,12,1,0,-1.0487,-0.3167,26.2252,M0,E1,8
3.294,12,1,0,-1.0467,-0.3167,25.9711,M0,E1,8
3.5374,12,1,0,-1.0448,-0.3167,25.7277,M0,E1,8
3.7924,12,1,0,-1.0428,-0.3167,25.4728,M0,E1,8
4.041,12,1,0,-1.0409,-0.3167,25.2242,M0,E1,8
4.2849,12,1,0,-1.039,-0.3167,24.9802,M0,E1,8
4.5311,12,1,0,-1.0371,-0.3167,24.734,M0,E1,8
4.7793,12,1,0,-1.0351,-0.3167,24.4858,M0,E1,8
5.0324,12,1,0,-1.0331,-0.3167,24.2328,M0,E1,8
5.2748,12,1,0,-1.0312,-0.3167,23.9904,M0,E1,8
5.5144,12,1,0,-1.0294,-0.3167,23.7507,M0,E1,8
5.765,12,1,0,-1.0274,-0.3167,23.5001,M0,E1,8
6.0215,12,1,0,-1.0254,-0.3167,23.2437,M0,E1,8
6.274,12,1,0,-1.0234,-0.3167,22.9912,M0,E1,8
6.5166,12,1,0,-1.0215,-0.3167,22.7486,M0,E1,8
6.759,12,1,0,-1.0196,-0.3167,22.5062,M0,E1,8
6.9356,12,1,0,-1.0182,-0.3167,22.3296,M0,E1,8
7.2015,12,1,0,-1.0162,-0.3167,22.0637,M0,E1,8
7.4976,12,1,0,-1.0138,-0.3167,21.7676,M0,E1,8
7.8057,12,1,0,-1.0114,-0.3167,21.4595,M0,E1,8
8.0721,12,1,0,-1.0094,-0.3167,21.1931,M0,E1,8
8.3432,12,1,0,-1.0072,-0.3167,20.922,M0,E1,8
8.6038,12,1,0,-1.0052,-0.3167,20.6615,M0,E1,8
8.8803,12,1,0,-1.003,-0.3167,20.385,M0,E1,8
9.1664,12,1,0,-1.0008,-0.3167,20.0988,M0,E1,8
9.3418,12,1,0,-0.9994,-0.3167,19.9235,M0,E1,8
9.5946,12,1,0,-0.9974,-0.3167,19.6706,M0,E1,8
9.8552,12,1,0,-0.9954,-0.3167,19.4101,M0,E1,8
10.1296,12,1,0,-0.9933,-0.3167,19.1357,M0,E1,8
10.3981,12,1,0,-0.9912,-0.3167,18.8672,M0,E1,8
10.6713,12,1,0,-0.989,-0.3167,18.594,M0,E1,8
10.937,12,1,0,-0.9869,-0.3167,18.3283,M0,E1,8
11.2108,12,1,0,-0.9848,-0.3167,18.0546,M0,E1,8
11.481,12,1,0,-0.9827,-0.3167,17.7844,M0,E1,8
11.757,12,1,0,-0.9805,-0.3167,17.5084,M0,E1,8
12.0351,12,1,0,-0.9783,-0.3167,17.2302,M0,E1,8
12.3146,12,1,0,-0.9762,-0.3167,16.9508,M0,E1,8
12.5904,12,1,0,-0.974,-0.3167,16.675,M0,E1,8
12.8578,12,1,0,-0.9719,-0.3167,16.4076,M0,E1,8
13.1358,12,1,0,-0.9697,-0.3167,16.1296,M0,E1,8
13.4205,12,1,0,-0.9675,-0.3167,15.8449,M0,E1,8
13.6959,12,1,0,-0.9653,-0.3167,15.5695,M0,E1,8
13.9659,12,1,0,-0.9632,-0.3167,15.2995,M0,E1,8
14.2473,12,1,0,-0.961,-0.3167,15.0182,M0,E1,8
14.5341,12,1,0,-0.9588,-0.3167,14.7313,M0,E1,8
14.7972,12,1,0,-0.9567,-0.3167,14.4682,M0,E1,8
15.0828,12,1,0,-0.9545,-0.3167,14.1827,M0,E1,8
15.3648,12,1,0,-0.9523,-0.3167,13.9007,M0,E1,8
15.6415,12,1,0,-0.9501,-0.3167,13.624,M0,E1,8
15.9255,12,1,0,-0.9479,-0.3167,13.3399,M0,E1,8
16.2175,12,1,0,-0.9456,-0.3167,13.048,M0,E1,8
16.5127,12,1,0,-0.9433,-0.3167,12.7528,M0,E1,8
16.8079,12,1,0,-0.941,-0.3167,12.4576,M0,E1,8
17.1155,12,1,0,-0.9386,-0.3167,12.15,M0,E1,8
17.4175,12,1,0,-0.9362,-0.3167,11.8481,M0,E1,8
17.7089,12,1,0,-0.9339,-0.3167,11.5567,M0,E1,8
18.0033,11.9481,1,0,-0.9316,-0.3167,11.2622,M0,E1,8
18.2836,11.4778,1,0,-0.9294,-0.3167,10.982,M0,E1,8
