Method,Scenario,RunID,Result,Timestamp,PacketsMission,PacketsInvalid,PacketsOutOfOrder,IdentityMismatchCount,SocialTime_s,PersonalTime_s,IntimateTime_s,StopTime_s,TotalTime_s,PathLength_m,NumberOfStops,MinDistance_m,MeanDistance_m,MedianDistance_m,DistanceP05_m,DistanceIQR_m,MeanVelocity_mps,MedianVelocity_mps,MaxVelocity_mps,VelocityStd_mps,MaxAcceleration_mps2,AccRMS_mps2,JerkMax_mps3,JerkRMS_mps3,PathEfficiency
B4,E3,10,SUCCESS,2026-09-10 06:33:24,444,0,0,0,25.8499999999985,3.00000000000728,0,0,97.3700000000026,97.0245954398129,1,0.7076,7.47672387387387,7.20435,1.43458,7.88755,0.99475518018018,1,1,0.0624823105998066,2.2252,0.269345082042945,4.8288,0.421380112913766,0.996452659338711
