Tiempo_s,Distancia_m,Velocidad_mps,Aceleracion_mps2,PosX_m,PosY_m,PosZ_m,Metodo,Escenario,RunID
0,12,1.3715,5.8292,-1.0728,-0.3167,29.3066,M4,E1,7
0.1319,12,1.0743,2.2534,-1.0718,-0.3167,29.1747,M4,E1,7
0.4471,12,1.0149,0.1886,-1.0693,-0.3167,28.8596,M4,E1,7
0.737,12,1.003,0.041,-1.0671,-0.3167,28.5696,M4,E1,7
1.0436,12,1.0006,0.0077,-1.0647,-0.3167,28.2631,M4,E1,7
1.3436,12,1.0001,0.0016,-1.0623,-0.3167,27.9631,M4,E1,7
1.626,12,1,0.0003,-1.0601,-0.3167,27.6807,M4,E1,7
1.9591,12,1,0.0001,-1.0575,-0.3167,27.3476,M4,E1,7
2.2285,12,1,0,-1.0554,-0.3167,27.0782,M4,E1,7
2.4922,12,1,0,-1.0533,-0.3167,26.8145,M4,E1,7
2.7589,12,1,0,-1.0513,-0.3167,26.5478,M4,E1,7
3.0444,12,1,0,-1.049,-0.3167,26.2623,M4,E1,7
3.331,12,1,0,-1.0468,-0.3167,25.9757,M4,E1,7
3.6243,12,1,0,-1.0445,-0.3167,25.6825,M4,E1,7
3.9195,12,1,0,-1.0422,-0.3167,25.3873,M4,E1,7
4.2057,12,1,0,-1.0399,-0.3167,25.101,M4,E1,7
4.4984,12,1,0,-1.0376,-0.3167,24.8084,M4,E1,7
4.8004,12,1,0,-1.0353,-0.3167,24.5064,M4,E1,7
5.1155,12,1,0,-1.0328,-0.3167,24.1913,M4,E1,7
5.3888,12,1,0,-1.0307,-0.3167,23.918,M4,E1,7
5.5796,12,1,0,-1.0292,-0.3167,23.7272,M4,E1,7
5.8535,12,1,0,-1.027,-0.3167,23.4533,M4,E1,7
6.1388,12,1,0,-1.0248,-0.3167,23.168,M4,E1,7
6.4401,12,1,0,-1.0225,-0.3167,22.8667,M4,E1,7
6.6429,12,1,0,-1.0209,-0.3167,22.6639,M4,E1,7
