Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,3.7741,0.1437,0.4243,-1.0233,-0.46,29.6801,B1,E2,1
0.3333,3.5713,0.3931,0.7606,-0.9095,-0.46,29.5792,B1,E2,1
0.6667,3.4583,0.6238,0.7318,-0.7669,-0.46,29.4018,B1,E2,1
1,3.4581,0.9004,0.8878,-0.6011,-0.46,29.1236,B1,E2,1
1.3333,3.4873,0.9942,0.4315,-0.4629,-0.46,28.8132,B1,E2,1
1.6667,3.5014,0.9656,0.2779,-0.3589,-0.46,28.5107,B1,E2,1
2,3.5349,1.0081,0.2756,-0.274,-0.46,28.1815,B1,E2,1
2.3333,3.5658,1.0171,0.1878,-0.2079,-0.46,27.848,B1,E2,1
2.6667,3.5747,0.9711,0.1888,-0.1582,-0.46,27.5319,B1,E2,1
3,3.5986,1.01,0.1691,-0.1187,-0.46,27.1943,B1,E2,1
3.3333,3.5117,1.0177,0.1256,-0.093,-0.46,26.8552,B1,E2,1
3.6667,3.2076,0.9714,0.1708,-0.0791,-0.46,26.5356,B1,E2,1
4,2.8879,1.0103,0.1199,-0.0652,-0.46,26.1958,B1,E2,1
4.3333,2.5734,1.0181,0.024,-0.0514,-0.46,25.8561,B1,E2,1
4.6667,2.2841,0.9716,0.1393,-0.0383,-0.46,25.5364,B1,E2,1
5,1.987,1.0103,0.1161,-0.0245,-0.46,25.1967,B1,E2,1
5.3333,1.7061,1.0181,0.0232,-0.0106,-0.46,24.857,B1,E2,1
5.6667,1.4647,0.9716,0.1394,0.0025,-0.46,24.5372,B1,E2,1
6,1.2476,1.0103,0.1161,0.0163,-0.46,24.1975,B1,E2,1
6.3333,1.095,1.0181,0.0232,0.0302,-0.46,23.8578,B1,E2,1
6.6667,1.0362,0.9716,0.1394,0.0432,-0.46,23.5381,B1,E2,1
7,1.0793,1.0103,0.1161,0.0571,-0.46,23.1983,B1,E2,1
7.3333,1.2196,1.0181,0.0232,0.071,-0.46,22.8586,B1,E2,1
7.6667,1.4149,0.9716,0.1394,0.084,-0.46,22.5389,B1,E2,1
8,1.6653,1.0103,0.1161,0.0979,-0.46,22.1992,B1,E2,1
8.3333,1.9431,1.0181,0.0232,0.1118,-0.46,21.8595,B1,E2,1
8.6667,2.2204,0.9716,0.1394,0.1248,-0.46,21.5397,B1,E2,1
9,2.5262,1.0103,0.1161,0.1387,-0.46,21.2,B1,E2,1
9.3333,2.8397,1.0181,0.0232,0.1525,-0.46,20.8603,B1,E2,1
9.6667,3.1398,0.9716,0.1394,0.1656,-0.46,20.5406,B1,E2,1
10,3.4626,1.0103,0.1161,0.1794,-0.46,20.2009,B1,E2,1
10.3333,3.7658,1.0181,0.0232,0.1933,-0.46,19.8611,B1,E2,1
10.6667,3.7612,0.9716,0.1394,0.2064,-0.46,19.5414,B1,E2,1
11,3.774,1.0103,0.1161,0.2202,-0.46,19.2017,B1,E2,1
11.3333,3.7868,1.0181,0.0232,0.2341,-0.46,18.862,B1,E2,1
11.6667,3.7823,0.9716,0.1394,0.2471,-0.46,18.5422,B1,E2,1
12,3.7951,1.0103,0.1161,0.261,-0.46,18.2025,B1,E2,1
12.3333,3.8079,1.0181,0.0232,0.2749,-0.46,17.8628,B1,E2,1
12.6667,3.8035,0.9716,0.1394,0.2879,-0.46,17.5431,B1,E2,1
13,3.8164,1.0103,0.1161,0.3018,-0.46,17.2034,B1,E2,1
13.3333,3.8293,1.0181,0.0232,0.3157,-0.46,16.8636,B1,E2,1
13.6667,3.825,0.9716,0.1394,0.3287,-0.46,16.5439,B1,E2,1
14,3.8379,1.0103,0.1161,0.3426,-0.46,16.2042,B1,E2,1
14.3333,3.8508,1.0181,0.0232,0.3564,-0.46,15.8645,B1,E2,1
14.6667,3.8467,0.9716,0.1394,0.3695,-0.46,15.5447,B1,E2,1
15,3.8596,1.0103,0.1161,0.3834,-0.46,15.205,B1,E2,1
15.3333,3.8725,1.0181,0.0232,0.3972,-0.46,14.8653,B1,E2,1
15.6667,3.8685,0.9716,0.1394,0.4103,-0.46,14.5456,B1,E2,1
16,3.8815,1.0103,0.1161,0.4241,-0.46,14.2059,B1,E2,1
16.3333,3.8944,1.0181,0.0232,0.438,-0.46,13.8661,B1,E2,1
16.6667,3.8905,0.9716,0.1394,0.4511,-0.46,13.5464,B1,E2,1
17,3.9035,1.0103,0.1161,0.4649,-0.46,13.2067,B1,E2,1
17.3333,3.9165,1.0181,0.0232,0.4788,-0.46,12.867,B1,E2,1
17.6667,3.9127,0.9716,0.1394,0.4918,-0.46,12.5473,B1,E2,1
18,3.9257,1.0103,0.1161,0.5057,-0.46,12.2075,B1,E2,1
18.3333,3.9386,1.0181,0.0232,0.5196,-0.46,11.8678,B1,E2,1
18.6667,3.9349,0.9716,0.1394,0.5326,-0.46,11.5481,B1,E2,1
19,3.9479,1.0103,0.1161,0.5465,-0.46,11.2084,B1,E2,1
19.3333,3.9609,1.0181,0.0232,0.5604,-0.46,10.8687,B1,E2,1
19.6667,3.9573,0.9716,0.1394,0.5734,-0.46,10.5489,B1,E2,1
20,3.9703,1.0103,0.1161,0.5873,-0.46,10.2092,B1,E2,1
20.3333,3.9833,1.0181,0.0232,0.6011,-0.46,9.8695,B1,E2,1
20.6667,3.9797,0.9716,0.1394,0.6142,-0.46,9.5498,B1,E2,1
21,3.9927,1.0103,0.1161,0.6281,-0.46,9.21,B1,E2,1
21.3333,4.0057,1.0181,0.0232,0.6419,-0.46,8.8703,B1,E2,1
21.6667,4.0022,0.9716,0.1394,0.655,-0.46,8.5506,B1,E2,1
22,4.0152,1.0103,0.1161,0.6688,-0.46,8.2109,B1,E2,1
22.3333,4.0281,1.0181,0.0232,0.6827,-0.46,7.8712,B1,E2,1
22.6667,4.0247,0.9716,0.1394,0.6958,-0.46,7.5514,B1,E2,1
23,4.0376,1.0103,0.1161,0.7096,-0.46,7.2117,B1,E2,1
23.3333,4.0505,1.0181,0.0232,0.7235,-0.46,6.872,B1,E2,1
23.6667,4.0471,0.9716,0.1394,0.7365,-0.46,6.5523,B1,E2,1
24,4.0599,1.0103,0.1161,0.7504,-0.46,6.2125,B1,E2,1
24.3333,4.0728,1.0181,0.0232,0.7643,-0.46,5.8728,B1,E2,1
24.6667,4.0694,0.9716,0.1394,0.7773,-0.46,5.5531,B1,E2,1
25,4.0822,1.0103,0.1161,0.7912,-0.46,5.2134,B1,E2,1
25.3333,4.0949,1.0181,0.0232,0.805,-0.46,4.8737,B1,E2,1
25.6667,4.0916,0.9716,0.1394,0.8181,-0.46,4.5539,B1,E2,1
26,4.1042,1.0103,0.1161,0.832,-0.46,4.2142,B1,E2,1
26.3333,4.1169,1.0181,0.0232,0.8458,-0.46,3.8745,B1,E2,1
26.6667,4.1135,0.9716,0.1394,0.8589,-0.46,3.5548,B1,E2,1
27,4.1261,1.0103,0.1161,0.8727,-0.46,3.215,B1,E2,1
27.3333,4.1386,1.0181,0.0232,0.8866,-0.46,2.8753,B1,E2,1
27.6667,4.1351,0.9716,0.1394,0.8997,-0.46,2.5556,B1,E2,1
28,4.147,1.0103,0.1163,0.9126,-0.46,2.2159,B1,E2,1
28.3333,4.152,1.0179,0.0829,0.9147,-0.46,1.8759,B1,E2,1
28.6667,4.1355,0.9715,0.1622,0.9074,-0.46,1.556,B1,E2,1
29,4.1338,1.0103,0.1183,0.8992,-0.46,1.2161,B1,E2,1
29.3333,4.132,1.0181,0.0237,0.8911,-0.46,0.8762,B1,E2,1
29.6667,4.115,0.9716,0.1393,0.8834,-0.46,0.5563,B1,E2,1
30,4.1131,1.0103,0.1161,0.8752,-0.46,0.2163,B1,E2,1
30.3333,4.1111,1.0181,0.0232,0.8671,-0.46,-0.1236,B1,E2,1
30.6667,4.0939,0.9716,0.1394,0.8594,-0.46,-0.4435,B1,E2,1
31,4.0918,1.0103,0.1161,0.8512,-0.46,-0.7834,B1,E2,1
31.3333,4.0896,1.0181,0.0232,0.8431,-0.46,-1.1233,B1,E2,1
31.6667,4.072,0.9716,0.1394,0.8354,-0.46,-1.4432,B1,E2,1
32,4.0696,1.0103,0.1161,0.8272,-0.46,-1.7831,B1,E2,1
