Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Status,MethodRaw,ScenarioRaw,Method,Scenario,RunID,Result
22725.34,2.9344,0.4246,1.4729,-3.196,-0.46,29.863,0,5,3,B1,E3,2,SUCCESS
22725.61,2.9153,0.343,0.3404,-3.1823,-0.46,29.9477,0,5,3,B1,E3,2,SUCCESS
22725.9,2.9018,0.1552,0.6551,-3.1701,-0.46,29.9773,0,5,3,B1,E3,2,SUCCESS
22726.2,2.9018,0.031,0.4176,-3.1701,-0.46,29.9773,0,5,3,B1,E3,2,SUCCESS
22726.49,2.9018,0.0062,0.0848,-3.1701,-0.46,29.9773,0,5,3,B1,E3,2,SUCCESS
22726.77,2.9018,0.0012,0.0177,-3.1701,-0.46,29.9773,0,5,3,B1,E3,2,SUCCESS
22727.04,2.8723,0.0996,0.3707,-3.1399,-0.46,29.9627,0,5,3,B1,E3,2,SUCCESS
22727.31,2.7985,0.3012,0.7462,-3.0628,-0.46,29.9052,0,5,3,B1,E3,2,SUCCESS
22727.58,2.6994,0.5002,0.7653,-2.9549,-0.46,29.8075,0,5,3,B1,E3,2,SUCCESS
22727.82,2.5912,0.7048,0.8647,-2.8281,-0.46,29.6764,0,5,3,B1,E3,2,SUCCESS
22728.05,2.4816,0.9131,0.9129,-2.6812,-0.46,29.5033,0,5,3,B1,E3,2,SUCCESS
22728.3,2.3973,0.9635,0.301,-2.537,-0.46,29.3115,0,5,3,B1,E3,2,SUCCESS
22728.54,2.3432,0.9941,0.2082,-2.3999,-0.46,29.1145,0,5,3,B1,E3,2,SUCCESS
22728.79,2.3203,1.0091,0.1481,-2.2587,-0.46,28.8962,0,5,3,B1,E3,2,SUCCESS
22729.04,2.333,0.9939,0.1528,-2.1352,-0.46,28.6905,0,5,3,B1,E3,2,SUCCESS
22729.28,2.3776,0.9973,0.1366,-2.0185,-0.46,28.4808,0,5,3,B1,E3,2,SUCCESS
22729.51,2.445,0.9687,0.1832,-1.9174,-0.46,28.2854,0,5,3,B1,E3,2,SUCCESS
22729.73,2.5358,0.9737,0.1322,-1.8223,-0.46,28.087,0,5,3,B1,E3,2,SUCCESS
22729.97,2.6584,1.0112,0.2064,-1.7252,-0.46,27.8675,0,5,3,B1,E3,2,SUCCESS
22730.21,2.8152,1.0423,0.1863,-1.6282,-0.46,27.6263,0,5,3,B1,E3,2,SUCCESS
22730.46,2.9787,1,0.2228,-1.5462,-0.46,27.4008,0,5,3,B1,E3,2,SUCCESS
22730.71,3.1727,1.009,0.1375,-1.4656,-0.46,27.1536,0,5,3,B1,E3,2,SUCCESS
22730.96,3.3644,0.9926,0.1541,-1.399,-0.46,26.923,0,5,3,B1,E3,2,SUCCESS
22731.21,3.5834,1.003,0.137,-1.3353,-0.46,26.671,0,5,3,B1,E3,2,SUCCESS
22731.47,3.812,1.0102,0.1394,-1.2805,-0.46,26.4168,0,5,3,B1,E3,2,SUCCESS
22731.72,4.0297,0.9685,0.2126,-1.2378,-0.46,26.1807,0,5,3,B1,E3,2,SUCCESS
22731.98,4.2716,0.9867,0.1452,-1.2002,-0.46,25.9234,0,5,3,B1,E3,2,SUCCESS
22732.27,4.5375,0.9902,0.1262,-1.1699,-0.46,25.6451,0,5,3,B1,E3,2,SUCCESS
22732.55,4.8074,1.0004,0.1164,-1.1479,-0.46,25.3659,0,5,3,B1,E3,2,SUCCESS
22732.82,5.0785,1.0315,0.1194,-1.1265,-0.46,25.0868,0,5,3,B1,E3,2,SUCCESS
22733.06,5.3116,0.9864,0.1833,-1.1082,-0.46,24.8475,0,5,3,B1,E3,2,SUCCESS
22733.3,5.5453,1.0003,0.0582,-1.0899,-0.46,24.6082,0,5,3,B1,E3,2,SUCCESS
22733.53,5.7795,1.0237,0.1001,-1.0716,-0.46,24.3689,0,5,3,B1,E3,2,SUCCESS
22733.76,5.9946,0.985,0.1715,-1.0548,-0.46,24.1495,0,5,3,B1,E3,2,SUCCESS
22733.99,6.21,0.9641,0.0908,-1.038,-0.46,23.9302,0,5,3,B1,E3,2,SUCCESS
22734.25,6.4847,1.0411,0.2914,-1.0166,-0.46,23.651,0,5,3,B1,E3,2,SUCCESS
22734.52,6.7401,0.9798,0.2273,-0.9968,-0.46,23.3918,0,5,3,B1,E3,2,SUCCESS
22734.78,6.9958,1.0206,0.1618,-0.977,-0.46,23.1325,0,5,3,B1,E3,2,SUCCESS
22735.02,7.2322,0.9903,0.1242,-0.9587,-0.46,22.8932,0,5,3,B1,E3,2,SUCCESS
22735.27,7.4688,0.9754,0.0603,-0.9403,-0.46,22.6539,0,5,3,B1,E3,2,SUCCESS
22735.51,7.7055,0.9791,0.0149,-0.922,-0.46,22.4146,0,5,3,B1,E3,2,SUCCESS
22735.76,7.9623,1.0399,0.2469,-0.9022,-0.46,22.1554,0,5,3,B1,E3,2,SUCCESS
22736.03,8.239,1.0194,0.0744,-0.8808,-0.46,21.8762,0,5,3,B1,E3,2,SUCCESS
22736.29,8.4962,1.0019,0.067,-0.861,-0.46,21.617,0,5,3,B1,E3,2,SUCCESS
22736.57,8.7535,0.9651,0.1354,-0.8412,-0.46,21.3577,0,5,3,B1,E3,2,SUCCESS
22736.79,8.9713,0.9939,0.1312,-0.8244,-0.46,21.1384,0,5,3,B1,E3,2,SUCCESS
22736.99,9.1893,1.0485,0.2637,-0.8076,-0.46,20.919,0,5,3,B1,E3,2,SUCCESS
22737.23,9.4073,0.9538,0.4005,-0.7908,-0.46,20.6997,0,5,3,B1,E3,2,SUCCESS
22737.45,9.6254,0.9949,0.1877,-0.774,-0.46,20.4803,0,5,3,B1,E3,2,SUCCESS
22737.68,9.8635,1.0425,0.209,-0.7557,-0.46,20.241,0,5,3,B1,E3,2,SUCCESS
22737.91,10.0818,0.9618,0.3453,-0.7389,-0.46,20.0217,0,5,3,B1,E3,2,SUCCESS
22738.13,10.3002,1.0088,0.2179,-0.7221,-0.46,19.8023,0,5,3,B1,E3,2,SUCCESS
22738.38,10.5583,1.0172,0.0332,-0.7023,-0.46,19.5431,0,5,3,B1,E3,2,SUCCESS
22738.62,10.7967,0.9942,0.095,-0.684,-0.46,19.3038,0,5,3,B1,E3,2,SUCCESS
22738.88,11.0551,1.0213,0.1072,-0.6641,-0.46,19.0445,0,5,3,B1,E3,2,SUCCESS
22739.11,11.2936,1.0157,0.0236,-0.6458,-0.46,18.8052,0,5,3,B1,E3,2,SUCCESS
22739.35,11.5123,0.9399,0.3172,-0.629,-0.46,18.5859,0,5,3,B1,E3,2,SUCCESS
22739.58,11.7509,1.042,0.454,-0.6107,-0.46,18.3466,0,5,3,B1,E3,2,SUCCESS
22739.84,12.0095,0.9964,0.1726,-0.5909,-0.46,18.0874,0,5,3,B1,E3,2,SUCCESS
22740.09,12.2682,1.0214,0.0987,-0.5711,-0.46,17.8281,0,5,3,B1,E3,2,SUCCESS
22740.32,12.487,0.9892,0.1437,-0.5543,-0.46,17.6088,0,5,3,B1,E3,2,SUCCESS
22740.53,12.6861,0.958,0.1483,-0.539,-0.46,17.4094,0,5,3,B1,E3,2,SUCCESS
22740.76,12.925,1.0355,0.341,-0.5207,-0.46,17.1701,0,5,3,B1,E3,2,SUCCESS
22740.99,13.144,0.9646,0.3053,-0.5039,-0.46,16.9507,0,5,3,B1,E3,2,SUCCESS
22741.25,13.4028,0.9854,0.0793,-0.4841,-0.46,16.6915,0,5,3,B1,E3,2,SUCCESS
22741.58,13.3847,1.0131,0.083,-0.4581,-0.46,16.3525,0,5,3,B1,E3,2,SUCCESS
22741.86,13.4056,1.0092,0.014,-0.4368,-0.46,16.0733,0,5,3,B1,E3,2,SUCCESS
22742.1,13.1661,1.0067,0.0105,-0.4185,-0.46,15.834,0,5,3,B1,E3,2,SUCCESS
22742.37,13.3747,0.9755,0.1162,-0.3986,-0.46,15.5748,0,5,3,B1,E3,2,SUCCESS
22742.64,13.3397,1.005,0.107,-0.3773,-0.46,15.2956,0,5,3,B1,E3,2,SUCCESS
22742.9,13.3326,1.0249,0.0785,-0.3574,-0.46,15.0363,0,5,3,B1,E3,2,SUCCESS
22743.13,13.1131,0.9575,0.2881,-0.3406,-0.46,14.817,0,5,3,B1,E3,2,SUCCESS
22743.39,13.299,1.0061,0.1904,-0.3208,-0.46,14.5577,0,5,3,B1,E3,2,SUCCESS
22743.63,13.0396,1.0449,0.1572,-0.301,-0.46,14.2985,0,5,3,B1,E3,2,SUCCESS
22743.92,13.2218,0.9982,0.1645,-0.2796,-0.46,14.0193,0,5,3,B1,E3,2,SUCCESS
22744.19,13.1855,1.0113,0.0477,-0.2582,-0.46,13.7402,0,5,3,B1,E3,2,SUCCESS
22744.47,13.0578,0.9499,0.2208,-0.2384,-0.46,13.4809,0,5,3,B1,E3,2,SUCCESS
22744.73,12.7786,1.0387,0.3366,-0.217,-0.46,13.2017,0,5,3,B1,E3,2,SUCCESS
22745,12.5195,1.0016,0.1417,-0.1972,-0.46,12.9425,0,5,3,B1,E3,2,SUCCESS
22745.26,12.2603,1.0029,0.005,-0.1773,-0.46,12.6833,0,5,3,B1,E3,2,SUCCESS
22745.52,12.0012,0.9785,0.0911,-0.1575,-0.46,12.424,0,5,3,B1,E3,2,SUCCESS
22745.76,11.762,1.0165,0.1623,-0.1392,-0.46,12.1847,0,5,3,B1,E3,2,SUCCESS
22745.98,11.6402,1.0027,0.063,-0.1224,-0.46,11.9654,0,5,3,B1,E3,2,SUCCESS
22746.21,11.4019,1.0206,0.0767,-0.1041,-0.46,11.7261,0,5,3,B1,E3,2,SUCCESS
22746.46,11.2789,0.9669,0.2134,-0.0858,-0.46,11.4868,0,5,3,B1,E3,2,SUCCESS
22746.76,11.1065,1.0086,0.1418,-0.0629,-0.46,11.1877,0,5,3,B1,E3,2,SUCCESS
22747.02,11.0705,0.9845,0.0909,-0.0431,-0.46,10.9284,0,5,3,B1,E3,2,SUCCESS
22747.29,11.0476,0.988,0.0135,-0.0232,-0.46,10.6692,0,5,3,B1,E3,2,SUCCESS
22747.54,11.0254,1.0051,0.0663,-0.0034,-0.46,10.4099,0,5,3,B1,E3,2,SUCCESS
22747.79,10.7718,1.0368,0.1275,0.0165,-0.46,10.1507,0,5,3,B1,E3,2,SUCCESS
22748.04,9.271,0.9686,0.2705,0.0348,-0.46,9.9114,0,5,3,B1,E3,2,SUCCESS
22748.29,9.0324,0.9841,0.0639,0.0531,-0.46,9.6721,0,5,3,B1,E3,2,SUCCESS
22748.54,7.2918,1.0275,0.1735,0.0729,-0.46,9.4129,0,5,3,B1,E3,2,SUCCESS
22748.79,6.3051,0.9699,0.2294,0.0912,-0.46,9.1736,0,5,3,B1,E3,2,SUCCESS
22749.03,6.0477,1.0489,0.3246,0.1111,-0.46,8.9143,0,5,3,B1,E3,2,SUCCESS
22749.29,4.3365,0.9711,0.3087,0.1294,-0.46,8.675,0,5,3,B1,E3,2,SUCCESS
