Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,4.6256,2.5281,22.3297,-1.0732,-0.3167,29.3522,B2,E2,6
0.1137,4.514,1.3056,10.7555,-1.0723,-0.3167,29.2386,B2,E2,6
0.2298,4.4,1.0611,2.105,-1.0714,-0.3167,29.1224,B2,E2,6
0.4008,4.5666,1.0122,0.2859,-1.0701,-0.3167,28.9514,B2,E2,6
0.5782,4.3923,1.0024,0.0551,-1.0687,-0.3167,28.774,B2,E2,6
0.6855,4.627,1.0005,0.0182,-1.0678,-0.3167,28.6668,B2,E2,6
0.8133,4.5013,1.0001,0.0031,-1.0668,-0.3167,28.539,B2,E2,6
0.9194,4.3971,1,0.0008,-1.066,-0.3167,28.4329,B2,E2,6
1.0406,4.6111,1,0.0001,-1.0651,-0.3167,28.3117,B2,E2,6
1.1501,4.5034,1,0,-1.0642,-0.3167,28.2022,B2,E2,6
1.28,4.3758,1,0.0001,-1.0632,-0.3167,28.0723,B2,E2,6
1.3971,4.4957,1,0,-1.0623,-0.3167,27.9552,B2,E2,6
1.5142,4.3787,1,0,-1.0614,-0.3167,27.8381,B2,E2,6
1.6316,4.2613,1,0,-1.0604,-0.3167,27.7207,B2,E2,6
1.7695,4.1233,1,0,-1.0594,-0.3167,27.5828,B2,E2,6
1.8888,4.0041,1,0,-1.0584,-0.3167,27.4635,B2,E2,6
2.0114,3.8815,1,0,-1.0575,-0.3167,27.3409,B2,E2,6
2.1168,3.7761,1,0.0001,-1.0566,-0.3167,27.2355,B2,E2,6
2.2498,3.6431,1,0,-1.0556,-0.3167,27.1026,B2,E2,6
2.3625,3.5304,1,0.0001,-1.0547,-0.3167,26.9898,B2,E2,6
2.5017,3.3912,1,0,-1.0536,-0.3167,26.8506,B2,E2,6
2.6123,3.2806,1,0,-1.0528,-0.3167,26.74,B2,E2,6
2.7312,3.1618,1,0.0001,-1.0518,-0.3167,26.6212,B2,E2,6
2.846,3.047,1,0,-1.0509,-0.3167,26.5064,B2,E2,6
2.9758,2.9171,1,0,-1.0499,-0.3167,26.3765,B2,E2,6
3.0811,2.8119,1,0,-1.0491,-0.3167,26.2713,B2,E2,6
3.2079,2.685,1,0,-1.0481,-0.3167,26.1444,B2,E2,6
3.3146,2.5784,1,0,-1.0473,-0.3167,26.0378,B2,E2,6
3.4379,2.4551,1,0.0001,-1.0463,-0.3167,25.9144,B2,E2,6
3.5384,2.3546,1,0.0001,-1.0455,-0.3167,25.8139,B2,E2,6
3.6722,2.2208,1,0,-1.0445,-0.3167,25.6801,B2,E2,6
3.781,2.1121,1,0,-1.0436,-0.3167,25.5714,B2,E2,6
3.9109,1.9821,1,0.0001,-1.0426,-0.3167,25.4414,B2,E2,6
4.0259,1.8672,1,0.0001,-1.0417,-0.3167,25.3265,B2,E2,6
4.154,1.7391,1,0,-1.0407,-0.3167,25.1984,B2,E2,6
4.2583,1.6348,1,0,-1.0399,-0.3167,25.094,B2,E2,6
4.3769,1.5163,1,0,-1.039,-0.3167,24.9755,B2,E2,6
4.4905,1.4027,1,0,-1.0381,-0.3167,24.8619,B2,E2,6
4.6169,1.2764,1,0,-1.0371,-0.3167,24.7355,B2,E2,6
4.7242,1.1691,1,0,-1.0362,-0.3167,24.6282,B2,E2,6
4.855,1.0383,1,0,-1.0352,-0.3167,24.4974,B2,E2,6
4.9666,0.9269,1,0.0001,-1.0343,-0.3167,24.3858,B2,E2,6
5.0992,0.7944,1,0,-1.0333,-0.3167,24.2532,B2,E2,6
5.2076,0.6861,1,0,-1.0325,-0.3167,24.1448,B2,E2,6
5.3288,0.5651,1,0,-1.0315,-0.3167,24.0236,B2,E2,6
5.4404,0.4538,1,0,-1.0306,-0.3167,23.912,B2,E2,6
5.5723,0.3226,1,0,-1.0296,-0.3167,23.7801,B2,E2,6
5.6886,0.2074,1,0,-1.0287,-0.3167,23.6638,B2,E2,6
5.8245,0.0776,1,0,-1.0276,-0.3167,23.5279,B2,E2,6
5.9388,0.0592,1,0,-1.0267,-0.3167,23.4136,B2,E2,6
6.0673,0.1785,1,0,-1.0257,-0.3167,23.2851,B2,E2,6
6.1675,0.2773,1,0,-1.0249,-0.3167,23.1849,B2,E2,6
6.292,0.4011,1,0,-1.024,-0.3167,23.0604,B2,E2,6
6.4064,0.515,1,0,-1.0231,-0.3167,22.946,B2,E2,6
6.5391,0.6475,1,0,-1.022,-0.3167,22.8133,B2,E2,6
6.6537,0.7619,1,0,-1.0211,-0.3167,22.6988,B2,E2,6
6.789,0.897,1,0,-1.0201,-0.3167,22.5635,B2,E2,6
6.9019,1.0099,1,0,-1.0192,-0.3167,22.4505,B2,E2,6
7.0262,1.1341,1,0,-1.0182,-0.3167,22.3263,B2,E2,6
7.1402,1.248,1,0,-1.0173,-0.3167,22.2123,B2,E2,6
7.271,1.3788,1,0,-1.0163,-0.3167,22.0815,B2,E2,6
7.389,1.4968,1,0.0001,-1.0154,-0.3167,21.9634,B2,E2,6
7.5279,1.6356,1,0,-1.0143,-0.3167,21.8246,B2,E2,6
7.6468,1.7545,1,0.0001,-1.0134,-0.3167,21.7057,B2,E2,6
7.7761,1.8837,1,0,-1.0124,-0.3167,21.5764,B2,E2,6
7.8924,2.0001,1,0,-1.0114,-0.3167,21.4601,B2,E2,6
8.0288,2.1364,1,0,-1.0104,-0.3167,21.3237,B2,E2,6
8.1422,2.2498,1,0,-1.0095,-0.3167,21.2103,B2,E2,6
8.295,2.4026,1,0,-1.0083,-0.3167,21.0575,B2,E2,6
8.4114,2.4083,1,0,-1.0074,-0.3167,20.9411,B2,E2,6
8.5459,2.3935,1,0,-1.0063,-0.3167,20.8066,B2,E2,6
8.6625,2.3867,1,0,-1.0054,-0.3167,20.69,B2,E2,6
8.7931,2.3858,1,0,-1.0044,-0.3167,20.5594,B2,E2,6
8.9058,2.3908,1,0,-1.0035,-0.3167,20.4467,B2,E2,6
9.0427,2.4039,1,0,-1.0024,-0.3167,20.3098,B2,E2,6
9.1619,2.4217,1,0,-1.0015,-0.3167,20.1906,B2,E2,6
9.3082,2.4512,1,0.0001,-1.0004,-0.3167,20.0443,B2,E2,6
9.4321,2.4826,1,0,-0.9994,-0.3167,19.9204,B2,E2,6
9.572,2.525,1,0,-0.9983,-0.3167,19.7805,B2,E2,6
9.6868,2.5649,1,0,-0.9974,-0.3167,19.6657,B2,E2,6
9.8297,2.6208,1,0,-0.9963,-0.3167,19.5229,B2,E2,6
9.9483,2.6721,1,0,-0.9954,-0.3167,19.4043,B2,E2,6
10.0892,2.7385,1,0,-0.9943,-0.3167,19.2633,B2,E2,6
10.2112,2.8005,1,0,-0.9933,-0.3167,19.1414,B2,E2,6
10.3456,2.8732,1,0,-0.9922,-0.3167,19.0069,B2,E2,6
10.4676,2.9429,1,0,-0.9913,-0.3167,18.885,B2,E2,6
10.5963,3.0201,1,0,-0.9903,-0.3167,18.7563,B2,E2,6
10.7226,3.0992,1,0,-0.9893,-0.3167,18.63,B2,E2,6
10.8646,3.1918,1,0,-0.9882,-0.3167,18.4879,B2,E2,6
10.986,3.2737,1,0,-0.9872,-0.3167,18.3665,B2,E2,6
11.129,3.3732,1,0,-0.9861,-0.3167,18.2236,B2,E2,6
11.2501,3.4599,1,0.0001,-0.9852,-0.3167,18.1024,B2,E2,6
11.3877,3.5609,1,0,-0.9841,-0.3167,17.9649,B2,E2,6
11.5165,3.6575,1,0.0001,-0.9831,-0.3167,17.8361,B2,E2,6
11.6419,3.7535,1,0,-0.9821,-0.3167,17.7107,B2,E2,6
11.7605,3.8457,1,0,-0.9812,-0.3167,17.5921,B2,E2,6
11.9031,3.9586,1,0,-0.9801,-0.3167,17.4495,B2,E2,6
12.0241,4.0558,1,0,-0.9791,-0.3167,17.3285,B2,E2,6
12.169,4.1739,1,0.0001,-0.978,-0.3167,17.1836,B2,E2,6
12.2935,4.2766,1,0,-0.977,-0.3167,17.0591,B2,E2,6
12.4333,4.3933,1,0,-0.9759,-0.3167,16.9194,B2,E2,6
12.5614,4.4005,1,0,-0.9749,-0.3167,16.7912,B2,E2,6
