Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,2.8557,2.7362,26.6656,-1.0733,-0.3167,29.3591,B2,E2,10
0.104,2.9577,1.3472,13.36,-1.0724,-0.3167,29.2551,B2,E2,10
0.2282,3.0799,1.0695,2.2358,-1.0715,-0.3167,29.1308,B2,E2,10
0.3495,2.7762,1.0139,0.4581,-1.0705,-0.3167,29.0096,B2,E2,10
0.4678,2.8922,1.0028,0.094,-1.0696,-0.3167,28.8913,B2,E2,10
0.5721,2.9946,1.0005,0.0213,-1.0688,-0.3167,28.787,B2,E2,10
0.6913,2.6726,1.0001,0.0036,-1.0678,-0.3167,28.6678,B2,E2,10
0.8094,2.7883,1,0.0008,-1.0669,-0.3167,28.5497,B2,E2,10
0.9132,2.8901,1,0.0002,-1.0661,-0.3167,28.4459,B2,E2,10
1.0325,2.572,1,0,-1.0652,-0.3167,28.3266,B2,E2,10
1.1382,2.6754,1,0,-1.0643,-0.3167,28.2209,B2,E2,10
1.2461,2.7811,1,0,-1.0635,-0.3167,28.113,B2,E2,10
1.359,2.4677,1,0.0001,-1.0626,-0.3167,28.0001,B2,E2,10
1.4715,2.5776,1,0.0001,-1.0617,-0.3167,27.8876,B2,E2,10
1.5865,2.69,1,0,-1.0608,-0.3167,27.7726,B2,E2,10
1.6947,2.363,1,0.0001,-1.06,-0.3167,27.6644,B2,E2,10
1.7982,2.4639,1,0,-1.0592,-0.3167,27.5609,B2,E2,10
1.92,2.5828,1,0,-1.0582,-0.3167,27.4391,B2,E2,10
2.0351,2.2718,1,0,-1.0573,-0.3167,27.324,B2,E2,10
2.1545,2.388,1,0,-1.0564,-0.3167,27.2046,B2,E2,10
2.27,2.5007,1,0,-1.0555,-0.3167,27.0891,B2,E2,10
2.3821,2.1664,1,0.0001,-1.0546,-0.3167,26.977,B2,E2,10
2.4979,2.2788,1,0,-1.0537,-0.3167,26.8612,B2,E2,10
2.6083,2.3862,1,0.0001,-1.0528,-0.3167,26.7508,B2,E2,10
2.7116,2.0591,1,0,-1.052,-0.3167,26.6475,B2,E2,10
2.8232,2.167,1,0,-1.0512,-0.3167,26.5359,B2,E2,10
2.9358,2.2763,1,0,-1.0503,-0.3167,26.4234,B2,E2,10
3.0597,1.9835,1,0.0001,-1.0493,-0.3167,26.2994,B2,E2,10
3.1796,2.0993,1,0,-1.0484,-0.3167,26.1795,B2,E2,10
3.2968,2.2128,1,0,-1.0475,-0.3167,26.0624,B2,E2,10
3.4128,1.871,1,0,-1.0465,-0.3167,25.9463,B2,E2,10
3.5188,1.9729,1,0,-1.0457,-0.3167,25.8404,B2,E2,10
3.6334,2.0835,1,0,-1.0448,-0.3167,25.7258,B2,E2,10
3.744,1.7684,1,0,-1.044,-0.3167,25.6152,B2,E2,10
3.8546,1.8743,1,0,-1.0431,-0.3167,25.5045,B2,E2,10
3.9679,1.932,1,0,-1.0422,-0.3167,25.3913,B2,E2,10
4.0825,1.6758,1,0,-1.0413,-0.3167,25.2767,B2,E2,10
4.1923,1.7076,1,0,-1.0404,-0.3167,25.1669,B2,E2,10
4.3011,1.5988,1,0.0001,-1.0396,-0.3167,25.0581,B2,E2,10
4.4189,1.4811,1,0,-1.0387,-0.3167,24.9403,B2,E2,10
4.5219,1.3781,1,0.0001,-1.0379,-0.3167,24.8373,B2,E2,10
4.6338,1.2663,1,0,-1.037,-0.3167,24.7254,B2,E2,10
4.7519,1.1483,1,0.0001,-1.0361,-0.3167,24.6073,B2,E2,10
4.863,1.0372,1,0,-1.0352,-0.3167,24.4962,B2,E2,10
4.9809,0.9193,1,0,-1.0343,-0.3167,24.3783,B2,E2,10
5.1044,0.796,1,0,-1.0333,-0.3167,24.2548,B2,E2,10
5.2168,0.6837,1,0,-1.0324,-0.3167,24.1424,B2,E2,10
5.3305,0.5702,1,0,-1.0315,-0.3167,24.0287,B2,E2,10
5.4333,0.4697,0.9988,0.9724,-1.0436,-0.3167,23.9266,B2,E2,10
5.5455,0.3584,0.999,0.7126,-1.0427,-0.3167,23.8145,B2,E2,10
5.6619,0.2436,0.9998,0.1394,-1.0417,-0.3167,23.6981,B2,E2,10
5.7775,0.1326,1,0.0281,-1.0408,-0.3167,23.5825,B2,E2,10
5.8926,0.0504,1,0.0056,-1.0399,-0.3167,23.4673,B2,E2,10
6.0086,0.1309,0.995,1.7184,-1.0677,-0.3167,23.3547,B2,E2,10
6.1302,0.2395,0.9958,1.3137,-1.0667,-0.3167,23.2332,B2,E2,10
6.2433,0.3483,0.999,0.2872,-1.0657,-0.3167,23.1201,B2,E2,10
6.3555,0.4605,0.9953,1.6884,-1.092,-0.3167,23.0109,B2,E2,10
6.478,0.5803,0.9959,1.2921,-1.0909,-0.3167,22.8885,B2,E2,10
6.5947,0.6954,0.9991,0.2755,-1.0898,-0.3167,22.7718,B2,E2,10
6.717,0.8165,0.9998,0.0526,-1.0887,-0.3167,22.6495,B2,E2,10
6.8366,0.9352,1,0.0108,-1.0875,-0.3167,22.5299,B2,E2,10
6.9579,1.0558,1,0.0021,-1.0864,-0.3167,22.4086,B2,E2,10
7.0764,1.1734,0.9928,0.9031,-1.101,-0.3167,22.2918,B2,E2,10
7.1994,1.2958,0.9977,0.6968,-1.0999,-0.3167,22.1689,B2,E2,10
7.311,1.407,0.9995,0.1562,-1.0988,-0.3167,22.0572,B2,E2,10
7.4236,1.5184,0.9909,0.8293,-1.1112,-0.3167,21.9465,B2,E2,10
7.5543,1.4321,0.9974,0.5979,-1.1099,-0.3167,21.8157,B2,E2,10
7.6753,1.5307,0.9995,0.1315,-1.1086,-0.3167,21.6948,B2,E2,10
7.7977,1.6432,0.989,1.2696,-1.1314,-0.3167,21.5757,B2,E2,10
7.9218,1.4211,0.9958,1.0277,-1.1302,-0.3167,21.4516,B2,E2,10
8.0377,1.5137,0.9991,0.2243,-1.1289,-0.3167,21.3358,B2,E2,10
8.1486,1.6094,0.9897,0.6267,-1.138,-0.3167,21.2265,B2,E2,10
8.2618,1.3321,0.9975,0.5375,-1.1367,-0.3167,21.1134,B2,E2,10
8.383,1.4251,0.9995,0.1021,-1.1354,-0.3167,20.9922,B2,E2,10
8.5055,1.5231,0.9999,0.0202,-1.134,-0.3167,20.8697,B2,E2,10
8.6226,1.3851,1,0.0042,-1.1327,-0.3167,20.7526,B2,E2,10
8.748,1.4837,1,0.0008,-1.1313,-0.3167,20.6272,B2,E2,10
