Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,1.7862,0.9242,3.2283,-1.0734,-0.3167,29.3793,B2,E2,2
0.1717,1.6647,0.9848,0.3532,-1.0721,-0.3167,29.2076,B2,E2,2
0.3586,1.7819,0.997,0.0648,-1.0706,-0.3167,29.0207,B2,E2,2
0.6319,1.6884,0.9994,0.0089,-1.0685,-0.3167,28.7474,B2,E2,2
0.7494,1.6077,0.9999,0.0042,-1.0675,-0.3167,28.6299,B2,E2,2
0.938,1.6842,1,0.0005,-1.0661,-0.3167,28.4413,B2,E2,2
1.2098,1.596,1,0.0001,-1.0639,-0.3167,28.1695,B2,E2,2
1.4592,1.4398,1,0,-1.062,-0.3167,27.9201,B2,E2,2
1.5629,1.6277,1,0,-1.0612,-0.3167,27.8164,B2,E2,2
1.7378,1.5105,1,0,-1.0598,-0.3167,27.6415,B2,E2,2
2.0392,1.4546,1,0,-1.0575,-0.3167,27.3402,B2,E2,2
2.2268,1.3485,1,0,-1.056,-0.3167,27.1526,B2,E2,2
2.4127,1.453,1,0,-1.0545,-0.3167,26.9666,B2,E2,2
2.5876,1.3513,1,0,-1.0532,-0.3167,26.7918,B2,E2,2
2.882,1.3385,1,0,-1.0509,-0.3167,26.4974,B2,E2,2
3.0626,1.2503,1,0,-1.0494,-0.3167,26.3167,B2,E2,2
3.2505,1.3321,1,0,-1.048,-0.3167,26.1289,B2,E2,2
3.4266,1.2439,1,0,-1.0466,-0.3167,25.9528,B2,E2,2
3.6025,1.2896,1,0,-1.0452,-0.3167,25.7769,B2,E2,2
3.7833,1.2053,1,0,-1.0438,-0.3167,25.5961,B2,E2,2
3.9597,1.2437,1,0,-1.0424,-0.3167,25.4197,B2,E2,2
4.1305,1.1709,1,0,-1.0411,-0.3167,25.2489,B2,E2,2
4.3021,1.2039,1,0,-1.0397,-0.3167,25.0773,B2,E2,2
4.4785,1.1365,1,0,-1.0384,-0.3167,24.9009,B2,E2,2
4.6608,1.1602,1,0,-1.0369,-0.3167,24.7186,B2,E2,2
4.8376,1.0834,0.9968,0.0439,-1.034,-0.3167,24.5425,B2,E2,2
5.0144,0.9081,0.9927,0.0624,-1.0291,-0.3167,24.3673,B2,E2,2
5.1878,0.7366,0.99,0.0512,-1.023,-0.3167,24.1958,B2,E2,2
5.3712,0.5554,0.9881,0.0429,-1.0151,-0.3167,24.0148,B2,E2,2
5.5552,0.3739,0.9871,0.0338,-1.0062,-0.3167,23.8335,B2,E2,2
5.7354,0.2256,0.8556,0.7297,-0.9989,-0.3167,23.6855,B2,E2,2
5.9167,0.0451,0.9686,0.6359,-0.9956,-0.3167,23.5048,B2,E2,2
6.0984,0.1364,0.9913,0.1267,-0.9923,-0.3167,23.3236,B2,E2,2
6.2838,0.3209,0.9947,0.032,-0.9876,-0.3167,23.1391,B2,E2,2
6.4718,0.5079,0.9948,0.0331,-0.9816,-0.3167,22.9522,B2,E2,2
