Tiempo_s,Distancia_m,Velocidad_mps,Aceleracion_mps2,PosX_m,PosY_m,PosZ_m,Metodo,Escenario,RunID
0,2.6199,1.8961,8.9728,-1.0721,-0.3167,29.2092,M1,E3,1
0.1652,2.5928,1.1792,4.34,-1.0708,-0.3167,29.044,M1,E3,1
0.3241,2.5829,1.0358,0.9019,-1.0695,-0.3167,28.885,M1,E3,1
0.4719,2.5784,1.0072,0.1941,-1.0684,-0.3167,28.7373,M1,E3,1
0.634,2.5502,1.0014,0.0354,-1.0671,-0.3167,28.5752,M1,E3,1
0.7965,2.5341,1.0003,0.0071,-1.0658,-0.3167,28.4126,M1,E3,1
0.9324,2.5442,1.0001,0.0017,-1.0648,-0.3167,28.2768,M1,E3,1
1.0939,2.5063,1,0.0003,-1.0635,-0.3167,28.1153,M1,E3,1
1.2182,2.5267,1,0.0001,-1.0625,-0.3167,27.991,M1,E3,1
1.3628,2.4951,1,0,-1.0614,-0.3167,27.8464,M1,E3,1
1.5024,2.486,1,0,-1.0603,-0.3167,27.7068,M1,E3,1
1.657,2.458,1,0,-1.0591,-0.3167,27.5522,M1,E3,1
1.8081,2.4466,1,0,-1.0579,-0.3167,27.4012,M1,E3,1
1.9632,2.4281,1,0,-1.0567,-0.3167,27.246,M1,E3,1
2.1176,2.4139,1,0,-1.0555,-0.3167,27.0917,M1,E3,1
2.2578,2.4127,1,0,-1.0544,-0.3167,26.9515,M1,E3,1
2.402,2.3953,1,0,-1.0533,-0.3167,26.8072,M1,E3,1
2.5409,2.3866,1,0,-1.0522,-0.3167,26.6683,M1,E3,1
2.6968,2.3569,1,0,-1.051,-0.3167,26.5124,M1,E3,1
2.841,2.3531,1,0,-1.0499,-0.3167,26.3682,M1,E3,1
2.9989,2.3262,1,0,-1.0486,-0.3167,26.2104,M1,E3,1
3.1492,2.3183,1,0,-1.0474,-0.3167,26.0601,M1,E3,1
3.3019,2.3016,1,0.0001,-1.0462,-0.3167,25.9074,M1,E3,1
3.4548,2.2867,1,0,-1.045,-0.3167,25.7545,M1,E3,1
3.5827,2.2961,1,0,-1.044,-0.3167,25.6266,M1,E3,1
3.7413,2.2543,1,0,-1.0428,-0.3167,25.4679,M1,E3,1
3.874,2.2639,1,0,-1.0418,-0.3167,25.3353,M1,E3,1
4.0152,2.2427,1,0.0001,-1.0407,-0.3167,25.1941,M1,E3,1
4.1414,2.2429,1,0,-1.0397,-0.3167,25.0679,M1,E3,1
4.3172,2.1824,1,0,-1.0383,-0.3167,24.8921,M1,E3,1
4.4583,2.1973,1,0,-1.0372,-0.3167,24.751,M1,E3,1
4.6104,2.152,1,0,-1.036,-0.3167,24.5989,M1,E3,1
4.7525,2.1268,1,0,-1.0349,-0.3167,24.4568,M1,E3,1
4.9113,2.0849,1,0,-1.0337,-0.3167,24.2981,M1,E3,1
5.0656,2.0652,1,0,-1.0324,-0.3167,24.1437,M1,E3,1
5.219,2.0492,1,0,-1.0312,-0.3167,23.9903,M1,E3,1
5.3744,2.0303,1,0,-1.03,-0.3167,23.8349,M1,E3,1
5.5376,2.0058,1,0,-1.0287,-0.3167,23.6717,M1,E3,1
5.6947,1.9941,1,0,-1.0275,-0.3167,23.5147,M1,E3,1
5.8458,1.9831,1,0,-1.0263,-0.3167,23.3635,M1,E3,1
5.9934,1.9708,1,0,-1.0252,-0.3167,23.2159,M1,E3,1
6.1477,1.9494,1,0,-1.024,-0.3167,23.0616,M1,E3,1
6.276,1.9589,1,0.0001,-1.023,-0.3167,22.9334,M1,E3,1
6.4389,1.9133,1,0,-1.0217,-0.3167,22.7705,M1,E3,1
6.5703,1.9276,1,0.0001,-1.0207,-0.3167,22.6391,M1,E3,1
6.7275,1.8905,1,0,-1.0194,-0.3167,22.4819,M1,E3,1
6.873,1.8867,1,0,-1.0183,-0.3167,22.3364,M1,E3,1
7.018,1.8732,1,0,-1.0172,-0.3167,22.1913,M1,E3,1
7.1515,1.8706,1,0,-1.0161,-0.3167,22.0579,M1,E3,1
7.2918,1.8514,1,0,-1.015,-0.3167,21.9176,M1,E3,1
7.4532,1.7947,1,0,-1.0138,-0.3167,21.7561,M1,E3,1
7.5954,1.7529,1,0,-1.0126,-0.3167,21.614,M1,E3,1
7.7573,1.6864,1,0,-1.0114,-0.3167,21.4521,M1,E3,1
7.9193,1.6354,1,0,-1.0101,-0.3167,21.2901,M1,E3,1
8.0501,1.6182,1,0,-1.0091,-0.3167,21.1593,M1,E3,1
8.2184,1.5508,1,0,-1.0078,-0.3167,20.991,M1,E3,1
8.3627,1.5338,1,0,-1.0066,-0.3167,20.8467,M1,E3,1
8.5423,1.4739,1,0,-1.0052,-0.3167,20.6671,M1,E3,1
8.7043,1.4593,1,0,-1.004,-0.3167,20.5051,M1,E3,1
8.875,1.4304,1,0,-1.0026,-0.3167,20.3345,M1,E3,1
9.0384,1.4188,1,0,-1.0014,-0.3167,20.1711,M1,E3,1
9.2014,1.4042,1,0,-1.0001,-0.3167,20.008,M1,E3,1
9.3661,1.3783,1,0,-0.9988,-0.3167,19.8434,M1,E3,1
9.5225,1.3644,1,0,-0.9976,-0.3167,19.687,M1,E3,1
9.6849,1.3491,1,0,-0.9963,-0.3167,19.5245,M1,E3,1
9.8435,1.3374,1,0,-0.9951,-0.3167,19.366,M1,E3,1
10.0016,1.3301,1,0,-0.9938,-0.3167,19.2078,M1,E3,1
10.1595,1.3238,1,0,-0.9926,-0.3167,19.05,M1,E3,1
10.3058,1.3277,1,0,-0.9914,-0.3167,18.9037,M1,E3,1
10.4748,1.3052,1,0,-0.9901,-0.3167,18.7347,M1,E3,1
10.6515,1.2915,1,0,-0.9887,-0.3167,18.5579,M1,E3,1
10.8072,1.3613,0.4343,3.6339,-0.9884,-0.3167,18.5123,M1,E3,1
10.9784,1.4203,0.0869,2.0296,-0.9884,-0.3167,18.5123,M1,E3,1
11.1386,1.3803,0.5652,2.987,-0.9875,-0.3167,18.4027,M1,E3,1
11.3055,1.2937,0.913,2.0831,-0.9862,-0.3167,18.2357,M1,E3,1
11.4742,1.2075,0.9826,0.4125,-0.9849,-0.3167,18.0671,M1,E3,1
11.6449,1.2173,0.4569,3.0797,-0.9845,-0.3167,18.0115,M1,E3,1
11.8066,1.2712,0.0914,2.2601,-0.9845,-0.3167,18.0115,M1,E3,1
11.9544,1.3212,0.0183,0.4945,-0.9845,-0.3167,18.0115,M1,E3,1
12.1172,1.3768,0.0037,0.0898,-0.9845,-0.3167,18.0115,M1,E3,1
12.2727,1.3427,0.5218,3.3332,-0.9837,-0.3167,17.9103,M1,E3,1
12.4363,1.2584,0.9044,2.3383,-0.9824,-0.3167,17.7467,M1,E3,1
12.6031,1.174,0.9809,0.4586,-0.9811,-0.3167,17.5799,M1,E3,1
12.7667,1.1827,0.4623,3.1697,-0.9807,-0.3167,17.5254,M1,E3,1
12.9249,1.2352,0.0925,2.3388,-0.9807,-0.3167,17.5254,M1,E3,1
13.0902,1.2906,0.0185,0.4475,-0.9807,-0.3167,17.5254,M1,E3,1
13.2573,1.3473,0.0037,0.0885,-0.9807,-0.3167,17.5254,M1,E3,1
13.4253,1.4051,0.0007,0.0176,-0.9807,-0.3167,17.5254,M1,E3,1
13.5864,1.3667,0.5376,3.3323,-0.9798,-0.3167,17.4172,M1,E3,1
13.7455,1.2843,0.9075,2.3255,-0.9786,-0.3167,17.2581,M1,E3,1
13.9114,1.1998,0.9815,0.4459,-0.9773,-0.3167,17.0922,M1,E3,1
14.0829,1.2087,0.4654,3.0083,-0.9768,-0.3167,17.0345,M1,E3,1
14.2542,1.2664,0.0931,2.1733,-0.9768,-0.3167,17.0345,M1,E3,1
14.4203,1.3231,0.0186,0.4485,-0.9768,-0.3167,17.0345,M1,E3,1
14.583,1.3792,0.0037,0.0915,-0.9768,-0.3167,17.0345,M1,E3,1
14.7398,1.3448,0.5216,3.3035,-0.976,-0.3167,16.9325,M1,E3,1
14.9012,1.2615,0.9043,2.3719,-0.9748,-0.3167,16.7711,M1,E3,1
15.0662,1.1777,0.9809,0.4639,-0.9735,-0.3167,16.6061,M1,E3,1
15.2179,1.1851,0.4682,3.3796,-0.9731,-0.3167,16.5545,M1,E3,1
15.3864,1.2417,0.0936,2.2224,-0.9731,-0.3167,16.5545,M1,E3,1
15.5555,1.2991,0.0187,0.443,-0.9731,-0.3167,16.5545,M1,E3,1
15.7197,1.3556,0.0037,0.0912,-0.9731,-0.3167,16.5545,M1,E3,1
15.9111,1.4221,0.0007,0.0157,-0.9731,-0.3167,16.5545,M1,E3,1
16.0573,1.3752,0.6126,4.1862,-0.9722,-0.3167,16.4426,M1,E3,1
16.1979,1.302,0.9225,2.2043,-0.9711,-0.3167,16.3021,M1,E3,1
16.3453,1.2263,0.9845,0.4203,-0.9699,-0.3167,16.1546,M1,E3,1
16.525,1.2245,0.525,2.5572,-0.9693,-0.3167,16.0809,M1,E3,1
16.6836,1.2783,0.105,2.6488,-0.9693,-0.3167,16.0809,M1,E3,1
16.8566,1.3376,0.021,0.4854,-0.9693,-0.3167,16.0809,M1,E3,1
17.0123,1.3915,0.0042,0.1079,-0.9693,-0.3167,16.0809,M1,E3,1
17.1835,1.3581,0.4989,2.8897,-0.9685,-0.3167,15.9743,M1,E3,1
17.351,1.2712,0.8998,2.393,-0.9672,-0.3167,15.8068,M1,E3,1
17.5058,1.1922,0.98,0.518,-0.966,-0.3167,15.652,M1,E3,1
17.6572,1.1944,0.5007,3.1651,-0.9655,-0.3167,15.5944,M1,E3,1
17.8207,1.2496,0.1001,2.4492,-0.9655,-0.3167,15.5944,M1,E3,1
17.9916,1.3079,0.02,0.4688,-0.9655,-0.3167,15.5944,M1,E3,1
18.1373,1.3581,0.004,0.11,-0.9655,-0.3167,15.5944,M1,E3,1
18.3537,1.4336,0.0008,0.0148,-0.9655,-0.3167,15.5944,M1,E3,1
18.5422,1.3565,0.6925,3.6685,-0.9643,-0.3167,15.4312,M1,E3,1
18.7721,1.2375,0.9385,1.0701,-0.9625,-0.3167,15.2013,M1,E3,1
18.9544,1.1451,0.9877,0.2699,-0.961,-0.3167,15.019,M1,E3,1
19.1481,1.1658,0.4141,2.9613,-0.9606,-0.3167,14.9665,M1,E3,1
19.3088,1.2196,0.0828,2.0626,-0.9606,-0.3167,14.9665,M1,E3,1
19.5049,1.2863,0.0166,0.3379,-0.9606,-0.3167,14.9665,M1,E3,1
19.6981,1.3529,0.0033,0.0686,-0.9606,-0.3167,14.9665,M1,E3,1
19.8573,1.4084,0.0007,0.0167,-0.9606,-0.3167,14.9665,M1,E3,1
20.0316,1.372,0.5093,2.9168,-0.9598,-0.3167,14.8556,M1,E3,1
