Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,1.2933,0.1292,0.3807,-1.0283,-0.46,29.6835,B1,E3,10
0.3333,1.1909,0.3773,0.7549,-0.9174,-0.46,29.5876,B1,E3,10
0.6667,1.2808,0.6481,0.8489,-0.7664,-0.46,29.4022,B1,E3,10
1,1.3305,0.8574,0.6973,-0.6087,-0.46,29.1425,B1,E3,10
1.3333,1.4099,0.9857,0.4989,-0.467,-0.46,28.8336,B1,E3,10
1.6667,1.4774,1.0118,0.2907,-0.3542,-0.46,28.513,B1,E3,10
2,1.5198,0.9694,0.271,-0.2722,-0.46,28.2038,B1,E3,10
2.3333,1.5594,1.0093,0.2262,-0.2045,-0.46,27.8706,B1,E3,10
2.6667,1.5894,1.0175,0.1391,-0.1504,-0.46,27.5349,B1,E3,10
3,1.6052,0.9713,0.1833,-0.1121,-0.46,27.2173,B1,E3,10
3.3333,1.6152,1.01,0.1674,-0.0848,-0.46,26.8784,B1,E3,10
3.6667,1.6166,1.0179,0.1047,-0.0685,-0.46,26.5388,B1,E3,10
4,1.6192,0.9716,0.1412,-0.0539,-0.46,26.2191,B1,E3,10
4.3333,1.6249,1.0103,0.1164,-0.0384,-0.46,25.8794,B1,E3,10
4.6667,1.6329,1.0181,0.0233,-0.0229,-0.46,25.5398,B1,E3,10
5,1.6452,0.9716,0.1394,-0.0083,-0.46,25.2201,B1,E3,10
5.3333,1.6582,1.0103,0.1161,0.0072,-0.46,24.8805,B1,E3,10
5.6667,1.4811,1.0181,0.0232,0.0227,-0.46,24.5408,B1,E3,10
6,1.2785,0.9716,0.1394,0.0373,-0.46,24.2211,B1,E3,10
6.3333,1.1247,1.0103,0.1161,0.0528,-0.46,23.8815,B1,E3,10
6.6667,1.0614,1.0181,0.0232,0.0683,-0.46,23.5418,B1,E3,10
7,1.0989,0.9716,0.1394,0.0829,-0.46,23.2222,B1,E3,10
7.3333,1.2321,1.0103,0.1161,0.0984,-0.46,22.8825,B1,E3,10
7.6667,1.4351,1.0181,0.0232,0.1139,-0.46,22.5429,B1,E3,10
8,1.6675,0.9716,0.1394,0.1284,-0.46,22.2232,B1,E3,10
8.3333,1.8865,1.0103,0.1161,0.1439,-0.46,21.8835,B1,E3,10
8.6667,1.9187,1.0181,0.0232,0.1594,-0.46,21.5439,B1,E3,10
9,1.9622,0.9716,0.1394,0.174,-0.46,21.2242,B1,E3,10
9.3333,1.9974,1.0103,0.1161,0.1895,-0.46,20.8846,B1,E3,10
9.6667,2.0338,1.0181,0.0232,0.205,-0.46,20.5449,B1,E3,10
10,2.0826,0.9716,0.1394,0.2196,-0.46,20.2253,B1,E3,10
10.3333,2.1215,1.0103,0.1161,0.2351,-0.46,19.8856,B1,E3,10
10.6667,2.1613,1.0181,0.0232,0.2506,-0.46,19.5459,B1,E3,10
11,2.2146,0.9716,0.1394,0.2652,-0.46,19.2263,B1,E3,10
11.3333,2.2096,1.0103,0.1161,0.2807,-0.46,18.8866,B1,E3,10
11.6667,1.9621,1.0181,0.0232,0.2962,-0.46,18.547,B1,E3,10
12,1.7275,0.9716,0.1394,0.3108,-0.46,18.2273,B1,E3,10
12.3333,1.4835,1.0103,0.1161,0.3263,-0.46,17.8877,B1,E3,10
12.6667,1.2535,1.0171,0.0679,0.3507,-0.46,17.5489,B1,E3,10
13,1.0712,0.9704,0.242,0.3987,-0.46,17.2327,B1,E3,10
13.3333,1.2716,1.0077,0.4001,0.497,-0.46,16.9074,B1,E3,10
13.6667,1.2297,1.0172,0.1463,0.6044,-0.46,16.5849,B1,E3,10
14,1.2064,0.9691,0.1448,0.7029,-0.46,16.2814,B1,E3,10
14.3333,1.2676,1.0095,0.1963,0.8282,-0.46,15.9654,B1,E3,10
14.6667,1.3935,1.0176,0.0749,0.9403,-0.46,15.6445,B1,E3,10
15,1.5044,0.9708,0.2443,1.0216,-0.46,15.3351,B1,E3,10
15.3333,1.6016,1.0097,0.2131,1.0892,-0.46,15.0019,B1,E3,10
15.6667,1.6863,1.0176,0.1364,1.1433,-0.46,14.6662,B1,E3,10
16,1.7695,0.9713,0.1831,1.1816,-0.46,14.3486,B1,E3,10
16.3333,1.8317,1.01,0.1673,1.2089,-0.46,14.0097,B1,E3,10
16.6667,1.8841,1.0178,0.1168,1.2235,-0.46,13.67,B1,E3,10
17,1.9477,0.9715,0.1441,1.235,-0.46,13.3502,B1,E3,10
17.3333,1.9998,1.0103,0.1166,1.2473,-0.46,13.0104,B1,E3,10
17.6667,2.0524,1.0181,0.0233,1.2595,-0.46,12.6706,B1,E3,10
18,2.1189,0.9716,0.1393,1.271,-0.46,12.3508,B1,E3,10
18.3333,2.1728,1.0103,0.1161,1.2833,-0.46,12.0111,B1,E3,10
18.6667,2.2271,1.0181,0.0232,1.2955,-0.46,11.6713,B1,E3,10
19,2.2958,0.9716,0.1394,1.307,-0.46,11.3515,B1,E3,10
19.3333,2.3511,1.0103,0.1161,1.3192,-0.46,11.0117,B1,E3,10
19.6667,2.4068,1.0181,0.0232,1.3315,-0.46,10.6719,B1,E3,10
20,2.4773,0.9716,0.1394,1.343,-0.46,10.3521,B1,E3,10
20.3333,2.5337,1.0103,0.1161,1.3552,-0.46,10.0124,B1,E3,10
20.6667,2.5904,1.0181,0.0232,1.3675,-0.46,9.6726,B1,E3,10
21,2.6625,0.9716,0.1394,1.379,-0.46,9.3528,B1,E3,10
21.3333,2.7198,1.0103,0.1161,1.3912,-0.46,9.013,B1,E3,10
21.6667,2.7773,1.0181,0.0232,1.4034,-0.46,8.6732,B1,E3,10
22,2.8505,0.9716,0.1394,1.415,-0.46,8.3534,B1,E3,10
22.3333,2.9085,1.0103,0.1161,1.4272,-0.46,8.0136,B1,E3,10
22.6667,2.9667,1.0181,0.0232,1.4394,-0.46,7.6739,B1,E3,10
23,3.0409,0.9716,0.1394,1.4509,-0.46,7.3541,B1,E3,10
23.3333,3.0995,1.0103,0.1161,1.4632,-0.46,7.0143,B1,E3,10
23.6667,3.1583,1.0181,0.0232,1.4754,-0.46,6.6745,B1,E3,10
24,3.2333,0.9716,0.1394,1.4869,-0.46,6.3547,B1,E3,10
24.3333,3.2924,1.0103,0.1161,1.4992,-0.46,6.0149,B1,E3,10
