Method,Scenario,RunID,Result,Timestamp,PacketsMission,PacketsInvalid,PacketsOutOfOrder,IdentityMismatchCount,SocialTime_s,PersonalTime_s,IntimateTime_s,StopTime_s,TotalTime_s,PathLength_m,NumberOfStops,MinDistance_m,MeanDistance_m,MedianDistance_m,DistanceP05_m,DistanceIQR_m,MeanVelocity_mps,MedianVelocity_mps,MaxVelocity_mps,VelocityStd_mps,MaxAcceleration_mps2,AccRMS_mps2,JerkMax_mps3,JerkRMS_mps3,PathEfficiency
M1,E3,9,SUCCESS,2026-09-09 22:31:13,427,0,0,0,40.6059999999979,13.6940000000004,0,0,95.585,92.6794748818046,1,0.5377,5.86614004683841,5.0358,0.778115,8.25595,0.968087822014051,1,1,0.123062707370045,9.5281,0.571031219282961,65.9240384613678,4.04500809012644,0.969602708393624
