Tiempo_s,Distancia_m,Velocidad_mps,Aceleracion_mps2,PosX_m,PosY_m,PosZ_m,Metodo,Escenario,RunID
0,12,1.2053,3.4121,-1.0718,-0.3167,29.1778,M3,E1,5
0.1128,12,1.0411,1.4562,-1.071,-0.3167,29.065,M3,E1,5
0.3789,12,1.0082,0.1235,-1.0689,-0.3167,28.7988,M3,E1,5
0.5548,12,1.0016,0.0374,-1.0675,-0.3167,28.623,M3,E1,5
0.8703,12,1.0003,0.0042,-1.065,-0.3167,28.3075,M3,E1,5
1.1405,12,1.0001,0.001,-1.0629,-0.3167,28.0373,M3,E1,5
1.4069,12,1,0.0002,-1.0608,-0.3167,27.7709,M3,E1,5
1.6848,12,1,0,-1.0587,-0.3167,27.493,M3,E1,5
1.9565,12,1,0,-1.0565,-0.3167,27.2213,M3,E1,5
2.2096,12,1,0,-1.0545,-0.3167,26.9682,M3,E1,5
2.4541,12,1,0,-1.0526,-0.3167,26.7237,M3,E1,5
2.7116,12,1,0,-1.0506,-0.3167,26.4663,M3,E1,5
2.9571,12,1,0,-1.0487,-0.3167,26.2208,M3,E1,5
3.2151,12,1,0,-1.0467,-0.3167,25.9628,M3,E1,5
3.4606,12,1,0,-1.0448,-0.3167,25.7172,M3,E1,5
3.7381,12,1,0,-1.0426,-0.3167,25.4398,M3,E1,5
3.867,12,1,0,-1.0416,-0.3167,25.3109,M3,E1,5
4.1434,12,1,0,-1.0394,-0.3167,25.0345,M3,E1,5
4.3147,12,1,0,-1.0381,-0.3167,24.8632,M3,E1,5
4.5865,12,1,0,-1.0359,-0.3167,24.5914,M3,E1,5
4.8498,12,1,0,-1.0339,-0.3167,24.3281,M3,E1,5
5.1032,12,1,0,-1.0319,-0.3167,24.0748,M3,E1,5
5.3629,12,1,0,-1.0299,-0.3167,23.8151,M3,E1,5
5.6215,12,1,0,-1.0278,-0.3167,23.5564,M3,E1,5
5.8885,12,1,0,-1.0258,-0.3167,23.2895,M3,E1,5
6.1765,12,1,0,-1.0235,-0.3167,23.0014,M3,E1,5
6.4887,12,1,0,-1.0211,-0.3167,22.6892,M3,E1,5
6.7891,12,1,0,-1.0187,-0.3167,22.3889,M3,E1,5
7.0966,12,1,0,-1.0163,-0.3167,22.0814,M3,E1,5
7.389,12,1,0,-1.014,-0.3167,21.789,M3,E1,5
7.6768,12,1,0,-1.0118,-0.3167,21.5013,M3,E1,5
7.9624,12,1,0,-1.0095,-0.3167,21.2156,M3,E1,5
8.2403,12,1,0,-1.0074,-0.3167,20.9377,M3,E1,5
8.5436,12,1,0,-1.005,-0.3167,20.6345,M3,E1,5
8.846,12,1,0,-1.0026,-0.3167,20.332,M3,E1,5
9.1566,12,1,0,-1.0002,-0.3167,20.0215,M3,E1,5
9.4385,12,1,0,-0.998,-0.3167,19.7396,M3,E1,5
9.7368,12,1,0,-0.9956,-0.3167,19.4412,M3,E1,5
