Tiempo_s,Distancia_m,Velocidad_mps,Aceleracion_mps2,PosX_m,PosY_m,PosZ_m,Metodo,Escenario,RunID
0,2.0636,2.7411,25.0016,-1.0731,-0.3167,29.3344,M2,E3,5
0.2132,2.1453,1.3482,6.5345,-1.0714,-0.3167,29.1212,M2,E3,5
0.3566,2.2004,1.0696,1.9417,-1.0703,-0.3167,28.9778,M2,E3,5
0.5121,2.2602,1.0139,0.3584,-1.0691,-0.3167,28.8223,M2,E3,5
0.6534,2.3147,1.0028,0.0788,-1.0679,-0.3167,28.681,M2,E3,5
0.8166,2.3777,1.0006,0.0137,-1.0667,-0.3167,28.5178,M2,E3,5
0.9484,2.4287,1.0001,0.0033,-1.0656,-0.3167,28.386,M2,E3,5
1.1087,2.4907,1,0.0006,-1.0644,-0.3167,28.2257,M2,E3,5
1.2377,2.5407,1,0.0001,-1.0634,-0.3167,28.0967,M2,E3,5
1.3948,2.6017,1,0,-1.0621,-0.3167,27.9396,M2,E3,5
1.5306,2.6544,1,0,-1.0611,-0.3167,27.8038,M2,E3,5
1.6812,2.7129,1,0,-1.0599,-0.3167,27.6533,M2,E3,5
1.8161,2.7654,1,0,-1.0589,-0.3167,27.5184,M2,E3,5
1.9711,2.8259,1,0,-1.0576,-0.3167,27.3633,M2,E3,5
2.1115,2.8806,1,0,-1.0565,-0.3167,27.2229,M2,E3,5
2.2498,2.9346,1,0,-1.0555,-0.3167,27.0846,M2,E3,5
2.3871,2.9882,1,0,-1.0544,-0.3167,26.9473,M2,E3,5
2.5324,3.045,1,0,-1.0532,-0.3167,26.802,M2,E3,5
2.7071,3.1133,1,0,-1.0519,-0.3167,26.6273,M2,E3,5
2.82,3.1575,1,0,-1.051,-0.3167,26.5144,M2,E3,5
2.9941,3.2257,1,0,-1.0496,-0.3167,26.3404,M2,E3,5
3.1289,3.2785,1,0,-1.0486,-0.3167,26.2055,M2,E3,5
3.2619,3.3307,1,0,-1.0475,-0.3167,26.0725,M2,E3,5
3.3912,3.3814,1,0,-1.0465,-0.3167,25.9433,M2,E3,5
3.5432,3.4411,1,0,-1.0453,-0.3167,25.7913,M2,E3,5
3.6732,3.4921,1,0.0001,-1.0443,-0.3167,25.6613,M2,E3,5
3.8049,3.5439,1,0.0001,-1.0433,-0.3167,25.5295,M2,E3,5
3.9363,3.5956,1,0,-1.0423,-0.3167,25.3982,M2,E3,5
4.0779,3.6512,1,0,-1.0412,-0.3167,25.2566,M2,E3,5
4.2082,3.7025,1,0,-1.0401,-0.3167,25.1263,M2,E3,5
4.3572,3.7612,1,0,-1.039,-0.3167,24.9773,M2,E3,5
4.4847,3.8114,1,0,-1.038,-0.3167,24.8498,M2,E3,5
4.6321,3.8695,1,0.0001,-1.0368,-0.3167,24.7024,M2,E3,5
4.7722,3.9247,1,0,-1.0357,-0.3167,24.5623,M2,E3,5
4.9189,3.9825,1,0,-1.0346,-0.3167,24.4156,M2,E3,5
5.0666,4.0408,1,0,-1.0334,-0.3167,24.2679,M2,E3,5
5.1981,4.0926,1,0,-1.0324,-0.3167,24.1364,M2,E3,5
5.3389,4.1482,1,0,-1.0313,-0.3167,23.9956,M2,E3,5
5.4802,4.204,1,0,-1.0302,-0.3167,23.8543,M2,E3,5
5.6371,4.266,1,0,-1.029,-0.3167,23.6974,M2,E3,5
5.7809,4.2789,1,0,-1.0278,-0.3167,23.5536,M2,E3,5
5.9304,4.2237,1,0,-1.0267,-0.3167,23.4041,M2,E3,5
6.0692,4.1827,1,0,-1.0256,-0.3167,23.2654,M2,E3,5
6.2154,4.1275,1,0,-1.0244,-0.3167,23.1192,M2,E3,5
6.3497,4.0888,1,0,-1.0234,-0.3167,22.9849,M2,E3,5
6.5123,4.0146,1,0,-1.0221,-0.3167,22.8223,M2,E3,5
6.6489,3.9842,1,0,-1.021,-0.3167,22.6857,M2,E3,5
6.8011,3.9218,1,0,-1.0198,-0.3167,22.5335,M2,E3,5
6.943,3.8794,1,0,-1.0187,-0.3167,22.3915,M2,E3,5
7.0889,3.8267,1,0,-1.0176,-0.3167,22.2456,M2,E3,5
7.2444,3.7671,1,0,-1.0164,-0.3167,22.0902,M2,E3,5
7.3847,3.7285,1,0,-1.0153,-0.3167,21.9499,M2,E3,5
