Method,Scenario,RunID,Result,Timestamp,PacketsMission,PacketsInvalid,PacketsOutOfOrder,IdentityMismatchCount,SocialTime_s,PersonalTime_s,IntimateTime_s,StopTime_s,TotalTime_s,PathLength_m,NumberOfStops,MinDistance_m,MeanDistance_m,MedianDistance_m,DistanceP05_m,DistanceIQR_m,MeanVelocity_mps,MedianVelocity_mps,MaxVelocity_mps,VelocityStd_mps,MaxAcceleration_mps2,AccRMS_mps2,JerkMax_mps3,JerkRMS_mps3,PathEfficiency
B4,E2,3,SUCCESS,2026-09-10 06:04:00,443,0,0,0,30.4600000000064,5.09999999999127,0,0,97.2999999999956,96.9934073808291,1,0.5345,5.25933340857788,5.2188,1.223155,3.941625,0.994648306997743,1,1,0.0624057455120851,2.252,0.273661200797026,5.73523809526194,0.416415668141767,0.996848996719768
