Tiempo_s,Distancia_m,Velocidad_mps,Aceleracion_mps2,PosX_m,PosY_m,PosZ_m,Metodo,Escenario,RunID
0,1.5211,0.3991,2.8938,-1.0755,-0.3167,29.6416,M1,E2,6
0.133,1.517,0.8798,3.6135,-1.0744,-0.3167,29.5086,M1,E2,6
0.2749,1.5026,0.976,0.6776,-1.0733,-0.3167,29.3667,M1,E2,6
0.4287,1.4854,0.9952,0.1251,-1.0721,-0.3167,29.213,M1,E2,6
0.5741,1.483,0.999,0.0264,-1.071,-0.3167,29.0676,M1,E2,6
0.6984,1.491,0.9998,0.0062,-1.07,-0.3167,28.9432,M1,E2,6
0.8261,1.4814,1,0.0012,-1.069,-0.3167,28.8156,M1,E2,6
0.9778,1.4556,1,0.0002,-1.0678,-0.3167,28.6639,M1,E2,6
1.1062,1.4649,1,0,-1.0668,-0.3167,28.5354,M1,E2,6
1.2539,1.4429,1,0,-1.0657,-0.3167,28.3878,M1,E2,6
1.382,1.4495,1,0,-1.0647,-0.3167,28.2597,M1,E2,6
1.534,1.4239,1,0,-1.0635,-0.3167,28.1076,M1,E2,6
1.6704,1.4273,1,0,-1.0624,-0.3167,27.9713,M1,E2,6
1.8088,1.418,1,0,-1.0613,-0.3167,27.8329,M1,E2,6
1.9431,1.4133,1,0,-1.0603,-0.3167,27.6986,M1,E2,6
2.0845,1.4003,1,0,-1.0592,-0.3167,27.5572,M1,E2,6
2.2234,1.3942,1,0,-1.0581,-0.3167,27.4183,M1,E2,6
2.3698,1.3807,1,0,-1.0569,-0.3167,27.2719,M1,E2,6
2.5101,1.377,1,0,-1.0558,-0.3167,27.1316,M1,E2,6
2.6364,1.3798,1,0,-1.0548,-0.3167,27.0053,M1,E2,6
2.787,1.3542,1,0,-1.0537,-0.3167,26.8547,M1,E2,6
2.9222,1.3574,1,0.0001,-1.0526,-0.3167,26.7195,M1,E2,6
3.0614,1.3468,1,0.0001,-1.0515,-0.3167,26.5804,M1,E2,6
3.1812,1.3537,1,0,-1.0506,-0.3167,26.4606,M1,E2,6
3.3305,1.3246,1,0,-1.0494,-0.3167,26.3113,M1,E2,6
