Method,Scenario,RunID,Result,Timestamp,PacketsMission,PacketsInvalid,PacketsOutOfOrder,IdentityMismatchCount,SocialTime_s,PersonalTime_s,IntimateTime_s,StopTime_s,TotalTime_s,PathLength_m,NumberOfStops,MinDistance_m,MeanDistance_m,MedianDistance_m,DistanceP05_m,DistanceIQR_m,MeanVelocity_mps,MedianVelocity_mps,MaxVelocity_mps,VelocityStd_mps,MaxAcceleration_mps2,AccRMS_mps2,JerkMax_mps3,JerkRMS_mps3,PathEfficiency
M4,E1,8,SUCCESS,2026-09-10 01:20:14,440,0,0,0,20.3599999999969,3.27000000000044,0,0,95.5600000000013,92.9005685216865,1,0.6733,12.9060465909091,10.465,1.31675,14.19855,0.970189318181818,1,1,0.115589264973918,6.2787,0.451765125117829,22.7746666664457,2.2706898413791,0.972170034760205
