Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Status,MethodRaw,ScenarioRaw,Method,Scenario,RunID,Result
207.5033,17.274,0.3802,1.2209,-3.1324,-0.3167,29.5783,0,0,1,M0,E1,3,SUCCESS
207.6388,17.1386,0.8699,3.965,-3.1254,-0.3167,29.443,0,0,1,M0,E1,3,SUCCESS
207.9071,18.2101,0.9739,0.4013,-3.1118,-0.3167,29.1751,0,0,1,M0,E1,3,SUCCESS
208.1676,18.7542,0.9948,0.0827,-3.0986,-0.3167,28.9149,0,0,1,M0,E1,3,SUCCESS
208.3788,18.5431,0.999,0.0204,-3.0879,-0.3167,28.7039,0,0,1,M0,E1,3,SUCCESS
208.6246,19.4478,0.9998,0.0035,-3.0754,-0.3167,28.4585,0,0,1,M0,E1,3,SUCCESS
208.8487,19.2239,1,0.0008,-3.0641,-0.3167,28.2347,0,0,1,M0,E1,3,SUCCESS
209.0829,19.7438,1,0.0001,-3.0522,-0.3167,28.0007,0,0,1,M0,E1,3,SUCCESS
209.3615,19.8667,1,0,-3.0381,-0.3167,27.7225,0,0,1,M0,E1,3,SUCCESS
209.5732,19.6551,1,0,-3.0273,-0.3167,27.5111,0,0,1,M0,E1,3,SUCCESS
209.6935,20.4896,1,0.0001,-3.0212,-0.3167,27.3909,0,0,1,M0,E1,3,SUCCESS
209.9806,20.499,1,0,-3.0067,-0.3167,27.1042,0,0,1,M0,E1,3,SUCCESS
210.1806,20.299,1,0,-2.9966,-0.3167,26.9045,0,0,1,M0,E1,3,SUCCESS
210.4133,21.3601,1,0,-2.9848,-0.3167,26.672,0,0,1,M0,E1,3,SUCCESS
210.6006,21.1729,1,0,-2.9753,-0.3167,26.485,0,0,1,M0,E1,3,SUCCESS
210.8044,22.2262,1,0,-2.9649,-0.3167,26.2815,0,0,1,M0,E1,3,SUCCESS
210.9585,22.6827,1,0,-2.9571,-0.3167,26.1276,0,0,1,M0,E1,3,SUCCESS
211.1172,22.9864,1,0,-2.9491,-0.3167,25.9691,0,0,1,M0,E1,3,SUCCESS
211.2824,23.2969,1,0,-2.9407,-0.3167,25.8041,0,0,1,M0,E1,3,SUCCESS
211.4527,23.6206,1,0,-2.9321,-0.3167,25.634,0,0,1,M0,E1,3,SUCCESS
211.7452,23.837,1,0,-2.9172,-0.3167,25.3419,0,0,1,M0,E1,3,SUCCESS
211.873,24.5829,1,0,-2.9108,-0.3167,25.2143,0,0,1,M0,E1,3,SUCCESS
212.1194,24.7185,1,0,-2.8983,-0.3167,24.9682,0,0,1,M0,E1,3,SUCCESS
212.334,25.2404,1,0,-2.8874,-0.3167,24.7538,0,0,1,M0,E1,3,SUCCESS
212.5261,25.6901,1,0,-2.8777,-0.3167,24.562,0,0,1,M0,E1,3,SUCCESS
212.7166,26.0738,1,0,-2.868,-0.3167,24.3717,0,0,1,M0,E1,3,SUCCESS
212.9372,26.4229,1,0,-2.8568,-0.3167,24.1514,0,0,1,M0,E1,3,SUCCESS
213.142,26.878,1,0,-2.8464,-0.3167,23.9469,0,0,1,M0,E1,3,SUCCESS
213.3948,27.2378,1,0,-2.8336,-0.3167,23.6944,0,0,1,M0,E1,3,SUCCESS
213.7103,27.6785,1,0,-2.8176,-0.3167,23.3793,0,0,1,M0,E1,3,SUCCESS
213.8239,28.5091,1,0,-2.8119,-0.3167,23.2659,0,0,1,M0,E1,3,SUCCESS
214.0956,28.5773,1,0,-2.7981,-0.3167,22.9945,0,0,1,M0,E1,3,SUCCESS
214.3507,29.1354,1,0,-2.7852,-0.3167,22.7397,0,0,1,M0,E1,3,SUCCESS
214.6269,29.6228,1,0,-2.7712,-0.3167,22.4639,0,0,1,M0,E1,3,SUCCESS
214.8501,30.2264,1,0,-2.7598,-0.3167,22.241,0,0,1,M0,E1,3,SUCCESS
