Method,Scenario,RunID,Result,Timestamp,PacketsMission,PacketsInvalid,PacketsOutOfOrder,IdentityMismatchCount,SocialTime_s,PersonalTime_s,IntimateTime_s,StopTime_s,TotalTime_s,PathLength_m,NumberOfStops,MinDistance_m,MeanDistance_m,MedianDistance_m,DistanceP05_m,DistanceIQR_m,MeanVelocity_mps,MedianVelocity_mps,MaxVelocity_mps,VelocityStd_mps,MaxAcceleration_mps2,AccRMS_mps2,JerkMax_mps3,JerkRMS_mps3,PathEfficiency
M1,E4,2,SUCCESS,2026-09-09 22:36:21,425,0,0,0,71.2919999999986,17.3800000000019,0,0,95.6010000000006,92.9935845299994,1,0.5456,3.00030164705882,1.777,0.7701,2.25625,0.971196705882353,1,1,0.111683282132963,5.0804,0.436373747606338,30.256302521088,2.36763291225855,0.972726064894706
