Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Method,Scenario,RunID
0,1.2927,0.5591,4.847,-1.0652,-0.3167,29.6301,B3,E4,4
0.2069,1.3426,0.369,0.9235,-1.0604,-0.3167,29.5637,B3,E4,4
0.508,1.3981,0.6388,0.8966,-1.0367,-0.3167,29.3524,B3,E4,4
0.6485,1.3831,0.6477,0.0664,-1.0272,-0.3167,29.2616,B3,E4,4
0.8732,1.4087,0.9293,1.2665,-0.9899,-0.3167,29.04,B3,E4,4
1.1655,1.4127,0.8287,0.3474,-0.9576,-0.3167,28.8073,B3,E4,4
1.3707,1.4377,0.9656,0.6921,-0.918,-0.3167,28.606,B3,E4,4
1.5848,1.4722,0.993,0.1726,-0.8721,-0.3167,28.3969,B3,E4,4
1.8023,1.5288,0.9986,0.044,-0.8246,-0.3167,28.1846,B3,E4,4
2.0967,1.5926,0.9997,0.0147,-0.7594,-0.3167,27.8975,B3,E4,4
2.3983,1.6804,0.9999,0.0111,-0.6917,-0.3167,27.6036,B3,E4,4
2.609,1.7824,1,0.0335,-0.6464,-0.3167,27.3978,B3,E4,4
2.8239,1.6481,1,0.0096,-0.5993,-0.3167,27.1882,B3,E4,4
3.0592,1.8664,1,0.0354,-0.5502,-0.3167,26.958,B3,E4,4
3.3134,1.7125,1,0.0293,-0.499,-0.3167,26.7091,B3,E4,4
3.5201,1.91,1,0.0687,-0.4605,-0.3167,26.506,B3,E4,4
3.742,1.6431,1,0.0283,-0.4202,-0.3167,26.2878,B3,E4,4
4.0557,1.6862,1,0.0381,-0.3673,-0.3167,25.9786,B3,E4,4
4.3053,1.6973,1,0.0237,-0.3263,-0.3167,25.7323,B3,E4,4
4.56,1.6956,1,0.0009,-0.2841,-0.3167,25.4812,B3,E4,4
4.7654,1.4966,1,0.014,-0.2492,-0.3167,25.2787,B3,E4,4
4.9743,1.4993,1,0.0193,-0.2129,-0.3167,25.0731,B3,E4,4
5.2953,1.283,1,0.0002,-0.1575,-0.3167,24.7569,B3,E4,4
5.5115,1.0799,0.9854,0.0737,-0.1191,-0.3167,24.5481,B3,E4,4
5.7296,1.1561,0.8706,0.5474,-0.0779,-0.3167,24.3691,B3,E4,4
6.0497,1.0075,0.8584,0.0438,-0.0167,-0.3167,24.1023,B3,E4,4
6.2476,0.8827,0.7604,0.5469,0.0259,-0.3167,23.963,B3,E4,4
6.5709,1.13,0.5787,0.7289,0.1226,-0.3167,23.8176,B3,E4,4
6.8855,1.16,0.599,0.0681,0.2125,-0.3167,23.6501,B3,E4,4
7.0897,1.1202,0.5893,0.5879,0.2946,-0.3167,23.5617,B3,E4,4
7.409,1.2942,0.6463,0.179,0.4316,-0.3167,23.4014,B3,E4,4
7.6312,1.2819,0.6671,0.1819,0.5357,-0.3167,23.2942,B3,E4,4
7.9575,1.4212,0.7578,0.2986,0.7219,-0.3167,23.1203,B3,E4,4
8.1811,1.3193,0.7563,0.0824,0.8476,-0.3167,23.0073,B3,E4,4
8.4014,1.2409,0.8099,0.3627,0.9927,-0.3167,22.8982,B3,E4,4
8.7301,1.1717,0.8047,0.0603,1.2057,-0.3167,22.7421,B3,E4,4
8.9538,1.1731,0.8394,0.3094,1.3677,-0.3167,22.6431,B3,E4,4
9.1882,1.2407,0.8689,0.547,1.5587,-0.3167,22.5658,B3,E4,4
9.5182,1.3735,0.8728,0.0123,1.8219,-0.3167,22.448,B3,E4,4
9.7421,1.4861,0.9009,0.1977,2.0034,-0.3167,22.3562,B3,E4,4
10.0754,1.6515,0.9219,0.3955,2.2526,-0.3167,22.172,B3,E4,4
