Time_s,Distance_m,Velocity_mps,Acceleration_mps2,PosX_m,PosY_m,PosZ_m,Status,MethodRaw,ScenarioRaw,Method,Scenario,RunID,Result
28746.2,17.3567,0.408,1.2643,-3.1249,-0.3167,29.5636,0,7,1,B3,E1,1,SUCCESS
28746.33,17.3312,0.2516,1.2094,-3.1123,-0.3167,29.5391,0,7,1,B3,E1,1,SUCCESS
28746.6,18.5052,0.6342,1.4233,-3.0228,-0.3167,29.3646,0,7,1,B3,E1,1,SUCCESS
28746.73,18.4573,0.4326,1.4865,-2.9991,-0.3167,29.3185,0,7,1,B3,E1,1,SUCCESS
28747.02,19.4447,0.7672,1.1645,-2.8875,-0.3167,29.1009,0,7,1,B3,E1,1,SUCCESS
28747.24,19.3376,0.5709,0.8799,-2.8343,-0.3167,28.9974,0,7,1,B3,E1,1,SUCCESS
28747.44,20.135,0.852,1.4147,-2.7507,-0.3167,28.8343,0,7,1,B3,E1,1,SUCCESS
28747.61,20.0292,0.7301,0.7378,-2.6979,-0.3167,28.7315,0,7,1,B3,E1,1,SUCCESS
28747.79,20.4813,0.9044,0.9552,-2.6189,-0.3167,28.5775,0,7,1,B3,E1,1,SUCCESS
28747.92,20.3879,0.8068,0.7442,-2.5721,-0.3167,28.4862,0,7,1,B3,E1,1,SUCCESS
28748.23,20.7067,0.9324,0.4034,-2.435,-0.3167,28.2191,0,7,1,B3,E1,1,SUCCESS
28748.36,20.6118,0.8505,0.6468,-2.387,-0.3167,28.1255,0,7,1,B3,E1,1,SUCCESS
28748.64,21.3244,0.9562,0.3702,-2.2589,-0.3167,27.8758,0,7,1,B3,E1,1,SUCCESS
28748.8,21.2064,0.8839,0.4739,-2.1986,-0.3167,27.7584,0,7,1,B3,E1,1,SUCCESS
28748.9,22.2957,0.9695,0.7968,-2.1501,-0.3167,27.6637,0,7,1,B3,E1,1,SUCCESS
28749.14,22.4318,0.9139,0.2401,-2.0549,-0.3167,27.4782,0,7,1,B3,E1,1,SUCCESS
28749.36,22.9278,0.9768,0.2781,-1.9524,-0.3167,27.2784,0,7,1,B3,E1,1,SUCCESS
28749.57,23.4349,0.9462,0.1477,-1.8637,-0.3167,27.1056,0,7,1,B3,E1,1,SUCCESS
28749.82,23.8293,0.9853,0.1616,-1.7516,-0.3167,26.8778,0,7,1,B3,E1,1,SUCCESS
28750.04,24.4097,0.9641,0.1198,-1.6642,-0.3167,26.6931,0,7,1,B3,E1,1,SUCCESS
