Method,Scenario,RunID,Result,Timestamp,PacketsMission,PacketsInvalid,PacketsOutOfOrder,IdentityMismatchCount,SocialTime_s,PersonalTime_s,IntimateTime_s,StopTime_s,TotalTime_s,PathLength_m,NumberOfStops,MinDistance_m,MeanDistance_m,MedianDistance_m,DistanceP05_m,DistanceIQR_m,MeanVelocity_mps,MedianVelocity_mps,MaxVelocity_mps,VelocityStd_mps,MaxAcceleration_mps2,AccRMS_mps2,JerkMax_mps3,JerkRMS_mps3,PathEfficiency
B3,E1,10,SUCCESS,2026-09-10 04:49:33,431,0,0,0,37.4800000000068,17.8400000000038,0,0,96.0099999999984,93.039445684045,1,0.6385,12.0075656612529,6.7408,0.78692,21.18875,0.965908584686775,1,1,0.119052065786328,3.3371,0.328968627937458,25.974999999433,2.13602476513254,0.969059948797485
